b.p,b.p.l,b.p.l.d.pl,Block,Light,Plot,Density,no.plants,Plant.ID,species,competitor,Focal.1,Focal.2,Colwell P,Canopy Cover,Soil.Moisture.1.avg,Soil.Moisture.2.avg,Soil.Moisture.3.avg,Soil.Moisture.Mean,Soil.Moisture.Coefficient.Variation,Height,Lat.1,Lat.2,avg.lat,canopy.arch,Longest.Leaf,NearestNeighbour.ID,NearestNeighbour.Distandce,no.developed.flowers,Mean.seed.per.flower,Extrapolated.Seed.Total
15.vsoloJ,15.vsoloJ.s,15.vsoloJ.s.s.v.1,15,s,vsoloJ,s,1,v.1,v,NA,V.rosea,NA,2.7,44.412,12.8,19.35,8.65,13.6,0.393748684,100,NA,NA,NA,NA,NA,NA,NA,14,3.357142857,47
15.vsolol,15.vsolol.s,NA,15,s,vsolol,NA,,v.1,v,NA,V.rosea,NA,6.7,8.116,12.8,19.35,8.65,13.6,0.393748684,31,43,32,37.5,1.209677419,47,NA,NA,NA,NA,NA
15.vsoloL,15.vsoloL.o,15.vsoloL.o.s.v.1,15,o,vsoloL,s,1,v.1,v,NA,V.rosea,NA,6.7,8.116,13.95,16.775,7.1,12.60833333,0.384902554,10,NA,NA,NA,NA,NA,NA,NA,46,2.413043478,111
17.chh,17.chh.o,17.chh.o.h.h.1,17,o,chh,h,6,h.1,h,c,A.calendula,H.glutinosum,7.490597847,0,13.95,16.775,7.1,12.60833333,0.384902554,114,43,6,24.5,0.214912281,9,c.1,40,2,NA,7
17.chh,17.chh.o,17.chh.o.h.h.2,17,o,chh,h,6,h.2,h,c,A.calendula,H.glutinosum,7.490597847,0,13.95,16.775,7.1,12.60833333,0.384902554,119,47,11,29,0.243697479,10,c.1,38,1,NA,5
17.chh,17.chh.o,17.chh.o.h.h.3,17,o,chh,h,6,h.3,h,c,A.calendula,H.glutinosum,7.490597847,0,10.125,12.375,3.85,8.783333333,0.487293338,74,41,0,20.5,0.277027027,12,c.3,18,1,3,3
17.chh,17.chh.o,17.chh.o.h.c.1,17,o,chh,h,6,c.1,c,h,A.calendula,H.glutinosum,7.490597847,0,10.125,12.375,3.85,8.783333333,0.487293338,96,67,6,36.5,0.380208333,69,h.1,40,1,34,34
17.chh,17.chh.o,17.chh.o.h.c.2,17,o,chh,h,6,c.2,c,h,A.calendula,H.glutinosum,7.490597847,0,10.125,12.375,3.85,8.783333333,0.487293338,86,42,0,21,0.244186047,46,c.3,24,0,NA,NA
17.chh,17.chh.o,17.chh.o.h.c.3,17,o,chh,h,6,c.3,c,h,A.calendula,H.glutinosum,7.490597847,0,33.725,35.575,21.05,30.11666667,0.243613246,59,30,7,18.5,0.313559322,45,h.3,18,1,14,14
17.chh2,17.chh2.s,17.chh2.s.h.h.1,17,s,chh2,h,6,h.1,h,c,A.calendula,H.glutinosum,9.733333333,57.45949203,11.475,14.8,4.975,10.41666667,0.472511136,93,28,10,19,0.204301075,10,c.1,38,1,NA,6
17.chh2,17.chh2.s,17.chh2.s.h.h.2,17,s,chh2,h,6,h.2,h,c,A.calendula,H.glutinosum,9.733333333,57.45949203,17.15,18.5,8.15,14.6,0.35802006,75,34,8,21,0.28,8,h.3,23,1,NA,6
17.chh2,17.chh2.s,17.chh2.s.h.h.3,17,s,chh2,h,6,h.3,h,c,A.calendula,H.glutinosum,9.733333333,57.45949203,17.15,18.5,8.15,14.6,0.35802006,110,20,9,14.5,0.131818182,11,h.2,23,1,3,3
17.chh2,17.chh2.s,17.chh2.s.h.c.1,17,s,chh2,h,6,c.1,c,h,A.calendula,H.glutinosum,9.733333333,57.45949203,11.125,12.7,3.6,9.141666667,0.50164601,126,205,118,161.5,1.281746032,182,h.1,38,14,47,652
17.chh2,17.chh2.s,17.chh2.s.h.c.2,17,s,chh2,h,6,c.2,c,h,A.calendula,H.glutinosum,9.733333333,57.45949203,11.125,12.7,3.6,9.141666667,0.50164601,191,171,35,103,0.539267016,168,h.2,29,9,42,375
17.chh2,17.chh2.s,17.chh2.s.h.c.3,17,s,chh2,h,6,c.3,c,h,A.calendula,H.glutinosum,9.733333333,57.45949203,18.6,23.05,9.775,17.14166667,0.387992442,183,109,73,91,0.49726776,107,c.2,34,2,34,68
17.chh3,17.chh3.o,17.chh3.o.h.h.1,17,o,chh3,h,6,h.1,h,c,A.calendula,H.glutinosum,9.733333333,0,18.6,23.05,9.775,17.14166667,0.387992442,75,43,12,27.5,0.366666667,12,c.2,13,1,4,4
17.chh3,17.chh3.o,17.chh3.o.h.h.2,17,o,chh3,h,6,h.2,h,c,A.calendula,H.glutinosum,9.733333333,0,18.6,23.05,9.775,17.14166667,0.387992442,78,7,5,6,0.076923077,9,h.1,24,4,4,16
17.chh3,17.chh3.o,17.chh3.o.h.h.3,17,o,chh3,h,6,h.3,h,c,A.calendula,H.glutinosum,9.733333333,0,14.45,18.7,NA,16.575,0.090654716,56,10,7,8.5,0.151785714,7,c.3,10,1,NA,2
17.chh3,17.chh3.o,17.chh3.o.h.c.1,17,o,chh3,h,6,c.1,c,h,A.calendula,H.glutinosum,9.733333333,0,14.45,18.7,NA,16.575,0.090654716,94,89,61,75,0.79787234,101,c.1,45,20,40,791
17.chh3,17.chh3.o,17.chh3.o.h.c.2,17,o,chh3,h,6,c.2,c,h,A.calendula,H.glutinosum,9.733333333,0,14.45,18.7,NA,16.575,0.090654716,110,82,20,51,0.463636364,96,h.1,13,6,32,193
17.chh3,17.chh3.o,17.chh3.o.h.c.3,17,o,chh3,h,6,c.3,c,h,A.calendula,H.glutinosum,9.733333333,0,NA,NA,NA,NA,NA,75,21,0,10.5,0.14,42,h.3,10,1,15,15
17.chh4,17.chh4.s,17.chh4.s.h.h.1,17,s,chh4,h,6,h.1,h,c,A.calendula,H.glutinosum,9.733333333,55.62823854,NA,NA,NA,NA,NA,103,69,11,40,0.388349515,10,c.2,8,1,3,3
17.chh4,17.chh4.s,17.chh4.s.h.h.2,17,s,chh4,h,6,h.2,h,c,A.calendula,H.glutinosum,9.733333333,55.62823854,NA,NA,NA,NA,NA,33,12,3,7.5,0.227272727,9,c.3,30,1,2,2
17.chh4,17.chh4.s,17.chh4.s.h.h.3,17,s,chh4,h,6,h.3,h,c,A.calendula,H.glutinosum,9.733333333,55.62823854,27.45,28.425,10.225,22.03333333,0.41906345,103,48,12,30,0.291262136,13,c.3,11,3,7,22
17.chh4,17.chh4.s,17.chh4.s.h.c.1,17,s,chh4,h,6,c.1,c,h,A.calendula,H.glutinosum,9.733333333,55.62823854,24.875,29.175,11.25,21.76666667,0.413811888,92,155,77,116,1.260869565,135,c.2,55,14,41,579
17.chh4,17.chh4.s,17.chh4.s.h.c.2,17,s,chh4,h,6,c.2,c,h,A.calendula,H.glutinosum,9.733333333,55.62823854,25.45,27.7,10.15,21.1,0.420113511,84,64,64,64,0.761904762,82,h.1,8,3,27,81
17.chh4,17.chh4.s,17.chh4.s.h.c.3,17,s,chh4,h,6,c.3,c,h,A.calendula,H.glutinosum,9.733333333,55.62823854,14.325,17.025,5.85,12.4,0.452827847,120,74,57,65.5,0.545833333,100,h.2,11,4,33,132
17.chl,17.chl.o,17.chl.o.l.h.1,17,o,chl,l,2,h.1,h,c,A.calendula,H.glutinosum,7.495153995,0,22.425,25.35,9.625,19.13333333,0.413922199,104,38,25,31.5,0.302884615,7,c.1,17,7,3,42
17.chl,17.chl.o,17.chl.o.l.c.1,17,o,chl,l,2,c.1,c,h,A.calendula,H.glutinosum,7.495153995,0,22.425,25.35,9.625,19.13333333,0.413922199,86,44,40,42,0.488372093,39,h.1,17,2,17,33
17.chl2,17.chl2.o,17.chl2.o.l.h.1,17,o,chl2,l,2,h.1,h,c,A.calendula,H.glutinosum,7.074594595,0,11.5,15.925,5.475,10.96666667,0.47665056,115,60,20,40,0.347826087,13,c.1,41,5,13,63
17.chl2,17.chl2.o,17.chl2.o.l.c.1,17,o,chl2,l,2,c.1,c,h,A.calendula,H.glutinosum,7.074594595,0,11.5,15.925,5.475,10.96666667,0.47665056,19,27,5,16,0.842105263,20,h.1,41,1,28,28
17.chm,17.chm.o,17.chm.o.m.h.1,17,o,chm,m,4,h.1,h,c,A.calendula,H.glutinosum,7.495153995,35.18236174,14.775,18.025,5.725,12.84166667,0.48087775,107,48,10,29,0.271028037,8,c.1,37,2,6,12
17.chm,17.chm.o,17.chm.o.m.h.2,17,o,chm,m,4,h.2,h,c,A.calendula,H.glutinosum,7.495153995,35.18236174,14.775,18.025,5.725,12.84166667,0.48087775,90,34,4,19,0.211111111,12,c.1,38,8,7,62
17.chm,17.chm.o,17.chm.o.m.c.1,17,o,chm,m,4,c.1,c,h,A.calendula,H.glutinosum,7.495153995,35.18236174,14.775,18.025,5.725,12.84166667,0.48087775,100,55,25,40,0.4,89,h.1,37,6,37,223
17.chm,17.chm.o,17.chm.o.m.c.2,17,o,chm,m,4,c.2,c,h,A.calendula,H.glutinosum,7.495153995,35.18236174,13.925,15.525,7.475,12.30833333,0.329205066,46,19,2,10.5,0.22826087,19,c.1,63,0,NA,NA
17.chm2,17.chm2.s,17.chm2.s.m.h.1,17,s,chm2,m,4,h.1,h,c,A.calendula,H.glutinosum,7.495153995,72.70257818,13.925,15.525,7.475,12.30833333,0.329205066,42,5,4,4.5,0.107142857,6,c.2,25,1,NA,7
17.chm2,17.chm2.s,17.chm2.s.m.h.2,17,s,chm2,m,4,h.2,h,c,A.calendula,H.glutinosum,7.495153995,72.70257818,13.925,15.525,7.475,12.30833333,0.329205066,107,32,25,28.5,0.26635514,11,c.1,55,2,NA,31
17.chm2,17.chm2.s,17.chm2.s.m.c.1,17,s,chm2,m,4,c.1,c,h,A.calendula,H.glutinosum,7.495153995,72.70257818,12.125,17.15,5.225,11.5,0.518715575,155,110,87,98.5,0.635483871,98,h.2,55,9,46,416
17.chm2,17.chm2.s,17.chm2.s.m.c.2,17,s,chm2,m,4,c.2,c,h,A.calendula,H.glutinosum,7.495153995,72.70257818,36.025,38.6,15.675,30.1,0.385030162,114,84,70,77,0.675438596,118,h.1,25,7,33,233
17.cpl,17.cpl.o,17.cpl.o.l.p.1,17,o,cpl,l,2,p.1,p,c,A.calendula,P.airoides,7.495153995,29.70173278,36.025,38.6,15.675,30.1,0.385030162,27,12,12,12,0.444444444,20,c.1,64,3,26,78
17.cpl,17.cpl.o,17.cpl.o.l.c.1,17,o,cpl,l,2,c.1,c,p,A.calendula,P.airoides,7.495153995,29.70173278,39.75,39.725,24.75,34.74166667,0.219500335,106,78,56,67,0.632075472,106,p.1,64,9,41,369
17.cpm,17.cpm.o,17.cpm.o.m.p.1,17,o,cpm,m,4,p.1,p,c,A.calendula,P.airoides,7.490597847,18.91405991,39.75,39.725,24.75,34.74166667,0.219500335,83,26,13,19.5,0.234939759,42,c.1,7,2,76,152
17.cpm,17.cpm.o,17.cpm.o.m.p.2,17,o,cpm,m,4,p.2,p,c,A.calendula,P.airoides,7.490597847,18.91405991,13.2,16.4,5.975,11.85833333,0.440776043,64,25,10,17.5,0.2734375,46,c.2,11,2,54,108
17.cpm,17.cpm.o,17.cpm.o.m.c.1,17,o,cpm,m,4,c.1,c,p,A.calendula,P.airoides,7.490597847,18.91405991,13.2,16.4,5.975,11.85833333,0.440776043,105,97,6,51.5,0.49047619,78,p.1,7,2,32,64
17.cpm,17.cpm.o,17.cpm.o.m.c.2,17,o,cpm,m,4,c.2,c,p,A.calendula,P.airoides,7.490597847,18.91405991,12.35,14.9,6.1,11.11666667,0.397095739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.csolo,17.csolo.o,17.csolo.o.s.c.1,17,o,csolo,s,1,c.1,c,NA,A.calendula,NA,6.749570316,7.092448971,12.35,14.9,6.1,11.11666667,0.397095739,47,62,36,49,1.042553191,76,NA,NA,5,35,175
17.csolo,17.csolo.s,17.csolo.s.s.c.1,17,s,csolo,s,1,c.1,c,NA,A.calendula,NA,7.495153995,61.2590331,15.9,18.6,7.225,13.90833333,0.41101161,127,77,80,78.5,0.618110236,77,NA,NA,2,31,62
17.cvh,17.cvh.s,17.cvh.s.h.v.1,17,s,cvh,h,6,v.1,v,c,A.calendula,V.rosea,6.95061169,56.75281994,14.675,17.5,7.7,13.29166667,0.369874253,29,26,15,20.5,0.706896552,27,v.2,38,4,2,8
17.cvh,17.cvh.s,17.cvh.s.h.v.2,17,s,cvh,h,6,v.2,v,c,A.calendula,V.rosea,6.95061169,56.75281994,14.675,17.5,7.7,13.29166667,0.369874253,32,52,48,50,1.5625,52,v.1,38,29,3,87
17.cvh,17.cvh.s,17.cvh.s.h.v.3,17,s,cvh,h,6,v.3,v,c,A.calendula,V.rosea,6.95061169,56.75281994,16.025,19,7.475,14.16666667,0.408523518,20,19,8,13.5,0.675,27,c.3,20,3,2,6
17.cvh,17.cvh.s,17.cvh.s.h.c.1,17,s,cvh,h,6,c.1,c,v,A.calendula,V.rosea,6.95061169,56.75281994,16.025,19,7.475,14.16666667,0.408523518,147,76,37,56.5,0.384353741,107,v.3,20,3,42,125
17.cvh,17.cvh.s,17.cvh.s.h.c.2,17,s,cvh,h,6,c.2,c,v,A.calendula,V.rosea,6.95061169,56.75281994,16.025,19,7.475,14.16666667,0.408523518,146,71,0,35.5,0.243150685,110,v.3,35,3,38,113
17.cvh,17.cvh.s,17.cvh.s.h.c.3,17,s,cvh,h,6,c.3,c,v,A.calendula,V.rosea,6.95061169,56.75281994,15.9,19.7,7.733333333,14.44444444,0.415250928,161,98,47,72.5,0.450310559,83,v.3,20,9,41,369
17.cvl,17.cvl.o,17.cvl.o.l.v.1,17,o,cvl,l,2,v.1,v,c,A.calendula,V.rosea,6.130591005,0,16.9,19.825,5.85,14.19166667,0.495438862,41,48,30,39,0.951219512,59,c.1,51,10,2,24
17.cvl,17.cvl.o,17.cvl.o.l.c.1,17,o,cvl,l,2,c.1,c,v,A.calendula,V.rosea,6.130591005,0,16.9,19.825,5.85,14.19166667,0.495438862,34,30,27,28.5,0.838235294,29,v.1,51,8,30,242
17.cvl2,17.cvl2.s,17.cvl2.s.l.v.1,17,s,cvl2,l,2,v.1,v,c,A.calendula,V.rosea,7.495153995,56.75281994,15.95,19.375,7.2,14.175,0.430971908,30,27,12,19.5,0.65,24,c.1,27,14,2,21
17.cvl2,17.cvl2.s,17.cvl2.s.l.c.1,17,s,cvl2,l,2,c.1,c,v,A.calendula,V.rosea,7.495153995,56.75281994,16.025,17.375,7.725,13.70833333,0.355340512,91,38,33,35.5,0.39010989,55,v.1,27,0,NA,NA
17.hsolo,17.hsolo.o,17.hsolo.o.s.h.1,17,o,hsolo,s,1,h.1,h,NA,H.glutinosum,NA,7.074594595,0,16.025,17.375,7.725,13.70833333,0.355340512,107,47,13,30,0.280373832,10,NA,NA,4,8,30
17.hsolo,17.hsolo.s,17.hsolo.s.s.h.1,17,s,hsolo,s,1,h.1,h,NA,H.glutinosum,NA,6.749570316,54.52448945,11.375,13.175,4.85,9.8,0.427271169,20,14,2,8,0.4,6,NA,NA,1,16,16
17.hsolo2,17.hsolo2.s,17.hsolo2.s.s.h.1,17,s,hsolo2,s,1,h.1,h,NA,H.glutinosum,NA,7.495153995,56.75281994,11.375,13.175,4.85,9.8,0.427271169,137,15,4,9.5,0.069343066,10,NA,NA,NA,NA,NA
17.phh,17.phh.o,17.phh.o.h.p.1,17,o,phh,h,6,p.1,p,h,P.airoides,H.glutinosum,7.490597847,18.6111088,11.375,13.175,4.85,9.8,0.427271169,65,19,5,12,0.184615385,22,p.2,14,1,98,98
17.phh,17.phh.o,17.phh.o.h.p.2,17,o,phh,h,6,p.2,p,h,P.airoides,H.glutinosum,7.490597847,18.6111088,14.65,14.675,4.925,11.41666667,0.434763505,95,27,3,15,0.157894737,26,p.1,14,3,120,360
17.phh,17.phh.o,17.phh.o.h.p.3,17,o,phh,h,6,p.3,p,h,P.airoides,H.glutinosum,7.490597847,18.6111088,14.65,14.675,4.925,11.41666667,0.434763505,106,33,0,16.5,0.155660377,41,p.2,49,3,127,380
17.phh,17.phh.o,17.phh.o.h.h.1,17,o,phh,h,6,h.1,h,p,P.airoides,H.glutinosum,7.490597847,18.6111088,14.65,14.675,4.925,11.41666667,0.434763505,27,15,2,8.5,0.314814815,6,p.1,64,NA,NA,NA
17.phh,17.phh.o,17.phh.o.h.h.2,17,o,phh,h,6,h.2,h,p,P.airoides,H.glutinosum,7.490597847,18.6111088,13.6,14.55,5.35,11.16666667,0.416715598,70,16,5,10.5,0.15,11,p.1,25,1,3,3
17.phh,17.phh.o,17.phh.o.h.h.3,17,o,phh,h,6,h.3,h,p,P.airoides,H.glutinosum,7.490597847,18.6111088,13.3,15.525,5.35,11.39166667,0.449208977,35,18,6,12,0.342857143,8,p.2,58,2,0,0
17.phl,17.phl.o,17.phl.o.l.p.1,17,o,phl,l,2,p.1,p,h,P.airoides,H.glutinosum,7.495153995,0,11.975,13.825,5.975,10.59166667,0.372487368,43,34,22,28,0.651162791,30,h.1,33,2,74,148
17.phl,17.phl.o,17.phl.o.l.h.1,17,o,phl,l,2,h.1,h,p,P.airoides,H.glutinosum,7.495153995,0,11.975,13.825,5.975,10.59166667,0.372487368,134,37,4,20.5,0.152985075,11,p.1,33,3,13,38
17.phm,17.phm.o,17.phm.o.m.p.1,17,o,phm,m,4,p.1,p,h,P.airoides,H.glutinosum,7.490597847,10.9311609,13.175,14.7,3.975,10.61666667,0.509869673,66,41,18,29.5,0.446969697,21,h.1,20,3,95,286
17.phm,17.phm.o,17.phm.o.m.p.2,17,o,phm,m,4,p.2,p,h,P.airoides,H.glutinosum,7.490597847,10.9311609,13.175,14.7,3.975,10.61666667,0.509869673,101,29,29,29,0.287128713,32,h.2,7,3,139,416
17.phm,17.phm.o,17.phm.o.m.h.1,17,o,phm,m,4,h.1,h,p,P.airoides,H.glutinosum,7.490597847,10.9311609,13.95,15.65,9.275,12.95833333,0.246970736,30,7,3,5,0.166666667,6,p.1,20,0,NA,NA
17.phm,17.phm.o,17.phm.o.m.h.2,17,o,phm,m,4,h.2,h,p,P.airoides,H.glutinosum,7.490597847,10.9311609,13.95,15.65,9.275,12.95833333,0.246970736,72,12,4,8,0.111111111,4,p.2,7,1,3,3
17.psolo,17.psolo.o,17.psolo.o.s.p.1,17,o,psolo,s,1,p.1,p,NA,P.airoides,NA,7.074594595,49.19801986,13.95,15.65,9.275,12.95833333,0.246970736,45,14,2,8,0.177777778,13,NA,NA,1,104,104
17.psolo,17.psolo.s,17.psolo.s.s.p.1,17,s,psolo,s,1,p.1,p,NA,P.airoides,NA,6.130591005,56.75281994,16.9,19.825,8.05,14.925,0.396317645,93,78,37,57.5,0.61827957,21,NA,NA,5,125,626
17.vcm,17.vcm.o,17.vcm.o.m.v.1,17,o,vcm,m,4,v.1,v,c,V.rosea,A.calendula,6.95061169,4.920671029,16.9,19.825,8.05,14.925,0.396317645,24,22,10,16,0.666666667,29,c.2,43,7,3,18
17.vcm,17.vcm.o,17.vcm.o.m.v.2,17,o,vcm,m,4,v.2,v,c,V.rosea,A.calendula,6.95061169,4.920671029,16.9,19.825,8.05,14.925,0.396317645,30,50,42,46,1.533333333,38,c.1,6,30,3,77
17.vcm,17.vcm.s,17.vcm.s.m.v.1,17,s,vcm,m,4,v.1,v,c,V.rosea,A.calendula,6.95061169,51.59526985,15.05,14.175,8.875,12.7,0.215390075,48,38,21,29.5,0.614583333,38,v.2,28,11,3,33
17.vcm,17.vcm.s,17.vcm.s.m.v.2,17,s,vcm,m,4,v.2,v,c,V.rosea,A.calendula,6.95061169,51.59526985,13.225,13.675,6.225,11.04166667,0.342153533,28,25,11,18,0.642857143,30,c.2,26,5,2,10
17.vcm,17.vcm.o,17.vcm.o.m.c.1,17,o,vcm,m,4,c.1,c,v,V.rosea,A.calendula,6.95061169,4.920671029,16.65,NA,9.875,13.2625,0.180608801,125,132,124,128,1.024,147,c.2,10,17,43,730
17.vcm,17.vcm.o,17.vcm.o.m.c.2,17,o,vcm,m,4,c.2,c,v,V.rosea,A.calendula,6.95061169,4.920671029,16.65,NA,9.875,13.2625,0.180608801,96,81,65,73,0.760416667,81,c.1,10,8,41,324
17.vcm,17.vcm.s,17.vcm.s.m.c.1,17,s,vcm,m,4,c.1,c,v,V.rosea,A.calendula,6.95061169,51.59526985,15.4,16.525,5.35,12.425,0.454979068,173,82,53,67.5,0.39017341,108,v.1,29,13,34,448
17.vcm,17.vcm.s,17.vcm.s.m.c.2,17,s,vcm,m,4,c.2,c,v,V.rosea,A.calendula,6.95061169,51.59526985,15.4,16.525,5.35,12.425,0.454979068,144,89,72,80.5,0.559027778,69,v.2,26,5,36,179
17.vhh,17.vhh.o,17.vhh.o.h.v.1,17,o,vhh,h,6,v.1,v,h,V.rosea,H.glutinosum,7.495153995,0,12.225,15.4,7.7,11.775,0.327149973,35,21,20,20.5,0.585714286,32,v.2,10,13,3,44
17.vhh,17.vhh.o,17.vhh.o.h.v.2,17,o,vhh,h,6,v.2,v,h,V.rosea,H.glutinosum,7.495153995,0,12.225,15.4,7.7,11.775,0.327149973,9,9,8,8.5,0.944444444,12,v.1,10,6,3,18
17.vhh,17.vhh.o,17.vhh.o.h.v.3,17,o,vhh,h,6,v.3,v,h,V.rosea,H.glutinosum,7.495153995,0,12.225,15.4,7.7,11.775,0.327149973,33,20,11,15.5,0.46969697,38,h.3,9,7,3,19
17.vhh,17.vhh.s,17.vhh.s.h.v.1,17,s,vhh,h,6,v.1,v,h,V.rosea,H.glutinosum,6.95061169,56.54300263,13.95,14.525,NA,14.2375,0.014278715,11,39,25,32,2.909090909,39,h.2,21,19,3,62
17.vhh,17.vhh.s,17.vhh.s.h.v.2,17,s,vhh,h,6,v.2,v,h,V.rosea,H.glutinosum,6.95061169,56.54300263,13.95,14.525,NA,14.2375,0.014278715,28,29,15,22,0.785714286,32,h.1,11,4,4,15
17.vhh,17.vhh.s,17.vhh.s.h.v.3,17,s,vhh,h,6,v.3,v,h,V.rosea,H.glutinosum,6.95061169,56.54300263,13.95,14.525,NA,14.2375,0.014278715,53,48,30,39,0.735849057,51,h.1,31,8,3,25
17.vhh,17.vhh.o,17.vhh.o.h.h.1,17,o,vhh,h,6,h.1,h,v,V.rosea,H.glutinosum,7.495153995,0,12.875,15.275,8.2,12.11666667,0.292511721,65,7,2,4.5,0.069230769,6,v.1,35,1,5,5
17.vhh,17.vhh.o,17.vhh.o.h.h.2,17,o,vhh,h,6,h.2,h,v,V.rosea,H.glutinosum,7.495153995,0,13.575,18.35,7.1,13.00833333,0.432597932,30,5,0,2.5,0.083333333,6,v.1,30,NA,NA,NA
17.vhh,17.vhh.o,17.vhh.o.h.h.3,17,o,vhh,h,6,h.3,h,v,V.rosea,H.glutinosum,7.495153995,0,11.75,12.725,7.45,10.64166667,0.249663446,39,8,0,4,0.102564103,6,v.3,9,NA,NA,NA
17.vhh,17.vhh.s,17.vhh.s.h.h.1,17,s,vhh,h,6,h.1,h,v,V.rosea,H.glutinosum,6.95061169,56.54300263,11.75,12.725,7.45,10.64166667,0.249663446,55,7,6,6.5,0.118181818,6,v.1,23,2,0,0
17.vhh,17.vhh.s,17.vhh.s.h.h.2,17,s,vhh,h,6,h.2,h,v,V.rosea,H.glutinosum,6.95061169,56.54300263,15.175,17.625,7.45,13.41666667,0.381075178,74,47,10,28.5,0.385135135,11,v.1,21,1,0,0
17.vhh,17.vhh.s,17.vhh.s.h.h.3,17,s,vhh,h,6,h.3,h,v,V.rosea,H.glutinosum,6.95061169,56.54300263,15.175,17.625,7.45,13.41666667,0.381075178,63,17,3,10,0.158730159,7,v.3,44,1,1,1
17.vhl,17.vhl.o,17.vhl.o.l.v.1,17,o,vhl,l,2,v.1,v,h,V.rosea,H.glutinosum,7.495153995,0,12.75,11.875,4.266666667,9.630555556,0.405926322,31,22,18,20,0.64516129,24,h.1,11,12,3,38
17.vhl,17.vhl.s,17.vhl.s.l.v.1,17,s,vhl,l,2,v.1,v,h,V.rosea,H.glutinosum,6.95061169,61.88797135,12.75,11.875,4.266666667,9.630555556,0.405926322,40,34,33,33.5,0.8375,42,h.1,27,15,2,35
17.vhl,17.vhl.o,17.vhl.o.l.h.1,17,o,vhl,l,2,h.1,h,v,V.rosea,H.glutinosum,7.495153995,0,12.75,11.875,4.266666667,9.630555556,0.405926322,82,4,2,3,0.036585366,7,v.1,11,1,NA,7
17.vhl,17.vhl.s,17.vhl.s.l.h.1,17,s,vhl,l,2,h.1,h,v,V.rosea,H.glutinosum,6.95061169,61.88797135,13.2,11.75,4.433333333,9.794444444,0.386762564,106,49,6,27.5,0.259433962,15,v.1,27,4,5,20
17.vhl2,17.vhl2.s,17.vhl2.s.l.v.1,17,s,vhl2,l,2,v.1,v,h,V.rosea,H.glutinosum,6.95061169,56.75281994,14.675,12.125,4.766666667,10.52222222,0.367750024,30,47,14,30.5,1.016666667,39,h.1,34,25,3,67
17.vhl2,17.vhl2.s,17.vhl2.s.l.h.1,17,s,vhl2,l,2,h.1,h,v,V.rosea,H.glutinosum,6.95061169,56.75281994,11.25,9.875,3.933333333,8.352777778,0.369495678,101,9,3,6,0.059405941,7,v.1,34,1,9,9
17.vhm,17.vhm.o,17.vhm.o.m.v.1,17,o,vhm,m,4,v.1,v,h,V.rosea,H.glutinosum,6.749570316,0,14.575,12.35,4.433333333,10.45277778,0.395429387,51,57,48,52.5,1.029411765,52,h.1,35,55,3,161
17.vhm,17.vhm.o,17.vhm.o.m.v.2,17,o,vhm,m,4,v.2,v,h,V.rosea,H.glutinosum,6.749570316,0,14.575,12.35,4.433333333,10.45277778,0.395429387,50,47,19,33,0.66,47,h.2,31,NA,NA,NA
17.vhm,17.vhm.o,17.vhm.o.m.h.1,17,o,vhm,m,4,h.1,h,v,V.rosea,H.glutinosum,6.749570316,0,11.475,8.525,4.225,8.075,0.292685667,90,18,4,11,0.122222222,7,v.1,35,2,20,40
17.vhm,17.vhm.o,17.vhm.o.m.h.2,17,o,vhm,m,4,h.2,h,v,V.rosea,H.glutinosum,6.749570316,0,11.475,8.525,4.225,8.075,0.292685667,105,118,6,62,0.59047619,15,v.2,31,NA,NA,NA
17.vhm3,17.vhm3.s,17.vhm3.s.m.v.1,17,s,vhm3,m,4,v.1,v,h,V.rosea,H.glutinosum,6.95061169,51.03182936,10.75,10,4.1,8.283333333,0.366364817,74,44,5,24.5,0.331081081,72,v.2,9,23,3,63
17.vhm3,17.vhm3.s,17.vhm3.s.m.v.2,17,s,vhm3,m,4,v.2,v,h,V.rosea,H.glutinosum,6.95061169,51.03182936,10.75,10,4.1,8.283333333,0.366364817,53,66,20,43,0.811320755,67,v.1,9,18,3,46
17.vhm3,17.vhm3.s,17.vhm3.s.m.h.1,17,s,vhm3,m,4,h.1,h,v,V.rosea,H.glutinosum,6.95061169,51.03182936,11.75,9.625,4.766666667,8.713888889,0.296359482,136,58,10,34,0.25,9,v.2,44,2,5,21
17.vhm3,17.vhm3.s,17.vhm3.s.m.h.2,17,s,vhm3,m,4,h.2,h,v,V.rosea,H.glutinosum,6.95061169,51.03182936,11.75,9.625,4.766666667,8.713888889,0.296359482,138,60,12,36,0.260869565,12,h.1,65,3,6,16
17.vhma,17.vhma.s,17.vhma.s.m.v.1,17,s,vhma,m,4,v.1,v,h,V.rosea,H.glutinosum,7.495153995,49.1582739,11.75,9.625,4.766666667,8.713888889,0.296359482,18,28,15,21.5,1.194444444,23,v.2,42,0,NA,NA
17.vhma,17.vhma.s,17.vhma.s.m.v.2,17,s,vhma,m,4,v.2,v,h,V.rosea,H.glutinosum,7.495153995,49.1582739,13.825,9.875,4.95,9.55,0.288421807,32,37,10,23.5,0.734375,45,h.1,15,11,3,29
