Pot.ID,Species.combo,Density,Density.bin.adjusted,Trtmnt.replicate,Species,Final.density,Starting.density,Competitor.ID,Conspecific.abundance,Rel.freq,Plant.rep.unique,Plant.replicate,Height,Biomass.plant,Biomass.sp,Finalcount.sp,Budding.binomial,Repro.count.sp,Number.flowers.plant,Mean.biomass.plant,Root.biomass.sp
Pa.2,Pa,60,control,2,P.airoides,1,1,Control,1,NA,Pa.2.1,1,215,0.02,0.02,1,0,0,NA,0.02,
Pa.5,Pa,60,control,5,P.airoides,1,1,Control,1,NA,Pa.5.1,1,129,0.0033,0.0033,1,0,0,NA,0.0033,0.0025
Pa.4,Pa,60,control,4,P.airoides,1,1,P.airoides,1,NA,Pa.4.1,1,300,0.08,0.08,1,1,1,NA,0.08,0.02
Wa.Pa.H.2,Wa.Pa,H,mix.high,2,P.airoides,3,10,W.acuminata,10,0.17,Wa.Pa.H.2.1,1,89,0.0066,0.035,3,0,0,NA,0.0116666667,
Wa.Pa.H.2,Wa.Pa,H,mix.high,2,P.airoides,3,10,W.acuminata,10,0.17,Wa.Pa.H.2.2,2,237,0.0025,0.035,3,0,0,NA,0.0116666667,
Wa.Pa.H.2,Wa.Pa,H,mix.high,2,P.airoides,3,10,W.acuminata,10,0.17,Wa.Pa.H.2.3,3,169,0.0259,0.035,3,0,0,NA,0.0116666667,
Pa.3,Pa,60,mono.low,3,P.airoides,1,10,P.airoides,10,NA,Pa.3.1,1,180,0.039,0.039,1,NA,0,NA,0.039,0.01
Pa.L.1,Pa,L,mono.low,1,P.airoides,6,10,P.airoides,10,NA,Pa.L.1.1,1,190,NA,0.2439,6,NA,0,NA,0.04065,
Pa.L.1,Pa,L,mono.low,1,P.airoides,6,10,P.airoides,10,NA,Pa.L.1.2,2,210,NA,0.2439,6,NA,0,NA,0.04065,
Pa.L.1,Pa,L,mono.low,1,P.airoides,6,10,P.airoides,10,NA,Pa.L.1.3,3,210,NA,0.2439,6,NA,0,NA,0.04065,
Pa.L.1,Pa,L,mono.low,1,P.airoides,6,10,P.airoides,10,NA,Pa.L.1.4,4,250,NA,0.2439,6,NA,0,NA,0.04065,
Pa.L.1,Pa,L,mono.low,1,P.airoides,6,10,P.airoides,10,NA,Pa.L.1.5,5,185,NA,0.2439,6,NA,0,NA,0.04065,
Pa.L.2,Pa,L,mono.low,2,P.airoides,6,10,P.airoides,10,NA,Pa.L.2.6,6,155,NA,0.2439,6,NA,0,NA,0.04065,
Pa.L.2,Pa,L,mono.low,2,P.airoides,8,10,P.airoides,10,NA,Pa.L.2.1,1,230,NA,1.02,8,NA,8,NA,0.1275,0.2394
Pa.L.2,Pa,L,mono.low,2,P.airoides,8,10,P.airoides,10,NA,Pa.L.2.2,2,280,NA,1.02,8,NA,8,NA,0.1275,0.2394
Pa.L.2,Pa,L,mono.low,2,P.airoides,8,10,P.airoides,10,NA,Pa.L.2.3,3,210,NA,1.02,8,NA,8,NA,0.1275,0.2394
Pa.L.2,Pa,L,mono.low,2,P.airoides,8,10,P.airoides,10,NA,Pa.L.2.4,4,210,NA,1.02,8,NA,8,NA,0.1275,0.2394
Pa.L.2,Pa,L,mono.low,2,P.airoides,8,10,P.airoides,10,NA,Pa.L.2.5,5,250,NA,1.02,8,NA,8,NA,0.1275,0.2394
Pa.L.3,Pa,L,mono.low,3,P.airoides,8,10,P.airoides,10,NA,Pa.L.3.1,1,260,NA,0.489,8,NA,8,NA,0.061125,
Pa.L.3,Pa,L,mono.low,3,P.airoides,8,10,P.airoides,10,NA,Pa.L.3.2,2,275,NA,0.489,8,NA,8,NA,0.061125,
Pa.L.3,Pa,L,mono.low,3,P.airoides,8,10,P.airoides,10,NA,Pa.L.3.3,3,200,NA,0.489,8,NA,8,NA,0.061125,
Pa.L.3,Pa,L,mono.low,3,P.airoides,8,10,P.airoides,10,NA,Pa.L.3.4,4,195,NA,0.489,8,NA,8,NA,0.061125,
Pa.L.3,Pa,L,mono.low,3,P.airoides,8,10,P.airoides,10,NA,Pa.L.3.5,5,210,NA,0.489,8,NA,8,NA,0.061125,
Pa.L.4,Pa,L,mono.low,4,P.airoides,6,10,P.airoides,10,NA,Pa.L.4.1,1,280,NA,1.641,6,NA,5,NA,0.2735,
Pa.L.4,Pa,L,mono.low,4,P.airoides,6,10,P.airoides,10,NA,Pa.L.4.2,2,300,NA,1.641,6,NA,5,NA,0.2735,
Pa.L.4,Pa,L,mono.low,4,P.airoides,6,10,P.airoides,10,NA,Pa.L.4.3,3,260,NA,1.641,6,NA,5,NA,0.2735,
Pa.L.4,Pa,L,mono.low,4,P.airoides,6,10,P.airoides,10,NA,Pa.L.4.4,4,300,NA,1.641,6,NA,5,NA,0.2735,
Pa.L.4,Pa,L,mono.low,4,P.airoides,6,10,P.airoides,10,NA,Pa.L.4.5,5,330,NA,1.641,6,NA,5,NA,0.2735,
Pa.L.5,Pa,L,mono.low,5,P.airoides,10,10,P.airoides,10,NA,Pa.L.5.1,1,170,NA,1.2651,10,NA,10,NA,0.12651,
Pa.L.5,Pa,L,mono.low,5,P.airoides,10,10,P.airoides,10,NA,Pa.L.5.2,2,240,NA,1.2651,10,NA,10,NA,0.12651,
Pa.L.5,Pa,L,mono.low,5,P.airoides,10,10,P.airoides,10,NA,Pa.L.5.3,3,200,NA,1.2651,10,NA,10,NA,0.12651,
Pa.L.5,Pa,L,mono.low,5,P.airoides,10,10,P.airoides,10,NA,Pa.L.5.4,4,200,NA,1.2651,10,NA,10,NA,0.12651,
Pa.L.5,Pa,L,mono.low,5,P.airoides,10,10,P.airoides,10,NA,Pa.L.5.5,5,190,NA,1.2651,10,NA,10,NA,0.12651,
Pa.M.1,Pa,M,mono.low,1,P.airoides,6,10,P.airoides,10,NA,Pa.M.1.1,1,130,NA,0.2402,6,NA,2,NA,0.0400333333,
Pa.M.1,Pa,M,mono.low,1,P.airoides,6,10,P.airoides,10,NA,Pa.M.1.2,2,210,NA,0.2402,6,NA,2,NA,0.0400333333,
Pa.M.1,Pa,M,mono.low,1,P.airoides,6,10,P.airoides,10,NA,Pa.M.1.3,3,180,NA,0.2402,6,NA,2,NA,0.0400333333,
Pa.M.1,Pa,M,mono.low,1,P.airoides,6,10,P.airoides,10,NA,Pa.M.1.4,4,180,NA,0.2402,6,NA,2,NA,0.0400333333,
Pa.M.1,Pa,M,mono.low,1,P.airoides,6,10,P.airoides,10,NA,Pa.M.1.5,5,185,NA,0.2402,6,NA,2,NA,0.0400333333,
Wa.Pa.M.1,Wa.Pa,M,mix.med,1,P.airoides,30,30,W.acuminata,30,0.5,Wa.Pa.M.1.1,1,270,NA,0.5585,30,NA,8,NA,0.0186166667,
Wa.Pa.M.1,Wa.Pa,M,mix.med,1,P.airoides,30,30,W.acuminata,30,0.5,Wa.Pa.M.1.2,2,190,NA,0.5585,30,NA,8,NA,0.0186166667,
Wa.Pa.M.1,Wa.Pa,M,mix.med,1,P.airoides,30,30,W.acuminata,30,0.5,Wa.Pa.M.1.3,3,200,NA,0.5585,30,NA,8,NA,0.0186166667,
Wa.Pa.M.1,Wa.Pa,M,mix.med,1,P.airoides,30,30,W.acuminata,30,0.5,Wa.Pa.M.1.4,4,230,NA,0.5585,30,NA,8,NA,0.0186166667,
Wa.Pa.M.1,Wa.Pa,M,mix.med,1,P.airoides,30,30,W.acuminata,30,0.5,Wa.Pa.M.1.5,5,220,NA,0.5585,30,NA,8,NA,0.0186166667,
Wa.Pa.M.3,Wa.Pa,M,mix.med,3,P.airoides,11,30,W.acuminata,30,0.5,Wa.Pa.M.3.1,1,200,NA,0.9662,11,NA,2,NA,0.0878363636,0.2225
Wa.Pa.M.3,Wa.Pa,M,mix.med,3,P.airoides,11,30,W.acuminata,30,0.5,Wa.Pa.M.3.2,2,330,NA,0.9662,11,NA,2,NA,0.0878363636,0.2225
Wa.Pa.M.3,Wa.Pa,M,mix.med,3,P.airoides,11,30,W.acuminata,30,0.5,Wa.Pa.M.3.3,3,240,NA,0.9662,11,NA,2,NA,0.0878363636,0.2225
Wa.Pa.M.3,Wa.Pa,M,mix.med,3,P.airoides,11,30,W.acuminata,30,0.5,Wa.Pa.M.3.4,4,185,NA,0.9662,11,NA,2,NA,0.0878363636,0.2225
Wa.Pa.M.3,Wa.Pa,M,mix.med,3,P.airoides,11,30,W.acuminata,30,0.5,Wa.Pa.M.3.5,5,280,NA,0.9662,11,NA,2,NA,0.0878363636,0.2225
Wa.Pa.M.5,Wa.Pa,M,mix.med,5,P.airoides,30,30,W.acuminata,30,0.5,Wa.Pa.M.5.1,1,130,NA,0.0617,7,NA,0,NA,0.0088142857,
Wa.Pa.M.5,Wa.Pa,M,mix.med,5,P.airoides,30,30,W.acuminata,30,0.5,Wa.Pa.M.5.2,2,270,NA,0.0617,7,NA,0,NA,0.0088142857,
Wa.Pa.M.5,Wa.Pa,M,mix.med,5,P.airoides,30,30,W.acuminata,30,0.5,Wa.Pa.M.5.3,3,175,NA,0.0617,7,NA,0,NA,0.0088142857,
Wa.Pa.M.5,Wa.Pa,M,mix.med,5,P.airoides,30,30,W.acuminata,30,0.5,Wa.Pa.M.5.4,4,145,NA,0.0617,7,NA,0,NA,0.0088142857,
Wa.Pa.M.5,Wa.Pa,M,mix.med,5,P.airoides,30,30,W.acuminata,30,0.5,Wa.Pa.M.5.5,5,150,NA,0.0617,7,NA,0,NA,0.0088142857,
Pa.H.2,Pa,H,mono.med,2,P.airoides,30,30,P.airoides,30,NA,Pa.H.2.1,1,220,NA,2.47,30,NA,21,NA,0.0823333333,
Pa.H.2,Pa,H,mono.med,2,P.airoides,30,30,P.airoides,30,NA,Pa.H.2.2,2,240,NA,2.47,30,NA,21,NA,0.0823333333,
Pa.H.2,Pa,H,mono.med,2,P.airoides,30,30,P.airoides,30,NA,Pa.H.2.3,3,135,NA,2.47,30,NA,21,NA,0.0823333333,
Pa.H.2,Pa,H,mono.med,2,P.airoides,30,30,P.airoides,30,NA,Pa.H.2.4,4,140,NA,2.47,30,NA,21,NA,0.0823333333,
Pa.H.2,Pa,H,mono.med,2,P.airoides,30,30,P.airoides,30,NA,Pa.H.2.5,5,170,NA,2.47,30,NA,21,NA,0.0823333333,
Pa.M.3,Pa,M,mono.med,3,P.airoides,6,30,P.airoides,30,NA,Pa.M.3.1,1,160,NA,0.0857,6,NA,1,NA,0.0142833333,
Pa.M.3,Pa,M,mono.med,3,P.airoides,6,30,P.airoides,30,NA,Pa.M.3.2,2,180,NA,0.0857,6,NA,1,NA,0.0142833333,
Pa.M.3,Pa,M,mono.med,3,P.airoides,6,30,P.airoides,30,NA,Pa.M.3.3,3,300,NA,0.0857,6,NA,1,NA,0.0142833333,
Pa.M.3,Pa,M,mono.med,3,P.airoides,6,30,P.airoides,30,NA,Pa.M.3.4,4,170,NA,0.0857,6,NA,1,NA,0.0142833333,
Pa.M.3,Pa,M,mono.med,3,P.airoides,6,30,P.airoides,30,NA,Pa.M.3.5,5,170,NA,0.0857,6,NA,1,NA,0.0142833333,
Pa.M.4,Pa,M,mono.med,4,P.airoides,23,30,P.airoides,30,NA,Pa.M.4.1,1,220,NA,0.993,23,NA,19,NA,0.043173913,
Pa.M.4,Pa,M,mono.med,4,P.airoides,23,30,P.airoides,30,NA,Pa.M.4.2,2,200,NA,0.993,23,NA,19,NA,0.043173913,
Pa.M.4,Pa,M,mono.med,4,P.airoides,23,30,P.airoides,30,NA,Pa.M.4.3,3,210,NA,0.993,23,NA,19,NA,0.043173913,
Pa.M.4,Pa,M,mono.med,4,P.airoides,23,30,P.airoides,30,NA,Pa.M.4.4,4,215,NA,0.993,23,NA,19,NA,0.043173913,
Pa.M.4,Pa,M,mono.med,4,P.airoides,23,30,P.airoides,30,NA,Pa.M.4.5,5,305,NA,0.993,23,NA,19,NA,0.043173913,
Pa.M.5,Pa,M,mono.med,5,P.airoides,25,30,P.airoides,30,NA,Pa.M.5.1,1,160,NA,0.762,25,NA,0,NA,0.03048,
Pa.M.5,Pa,M,mono.med,5,P.airoides,25,30,P.airoides,30,NA,Pa.M.5.2,2,290,NA,0.762,25,NA,0,NA,0.03048,
Pa.M.5,Pa,M,mono.med,5,P.airoides,25,30,P.airoides,30,NA,Pa.M.5.3,3,190,NA,0.762,25,NA,0,NA,0.03048,
Pa.M.5,Pa,M,mono.med,5,P.airoides,25,30,P.airoides,30,NA,Pa.M.5.4,4,200,NA,0.762,25,NA,0,NA,0.03048,
Pa.M.5,Pa,M,mono.med,5,P.airoides,25,30,P.airoides,30,NA,Pa.M.5.5,5,205,NA,0.762,25,NA,0,NA,0.03048,
Wa.Pa.L.1,Wa.Pa,L,mix.low,1,P.airoides,34,50,W.acuminata,50,0.83,Wa.Pa.L.1.1,1,160,NA,1.2935,34,NA,13,NA,0.0380441176,
Wa.Pa.L.1,Wa.Pa,L,mix.low,1,P.airoides,34,50,W.acuminata,50,0.83,Wa.Pa.L.1.2,2,190,NA,1.2935,34,NA,13,NA,0.0380441176,
Wa.Pa.L.1,Wa.Pa,L,mix.low,1,P.airoides,34,50,W.acuminata,50,0.83,Wa.Pa.L.1.3,3,200,NA,1.2935,34,NA,13,NA,0.0380441176,
Wa.Pa.L.1,Wa.Pa,L,mix.low,1,P.airoides,34,50,W.acuminata,50,0.83,Wa.Pa.L.1.4,4,230,NA,1.2935,34,NA,13,NA,0.0380441176,
Wa.Pa.L.1,Wa.Pa,L,mix.low,1,P.airoides,34,50,W.acuminata,50,0.83,Wa.Pa.L.1.5,5,210,NA,1.2935,34,NA,13,NA,0.0380441176,
Wa.Pa.L.2,Wa.Pa,L,mix.low,2,P.airoides,50,50,W.acuminata,50,0.83,Wa.Pa.L.2.1,1,140,NA,2.39,50,NA,22,NA,0.0478,
Wa.Pa.L.2,Wa.Pa,L,mix.low,2,P.airoides,50,50,W.acuminata,50,0.83,Wa.Pa.L.2.2,2,170,NA,2.39,50,NA,22,NA,0.0478,
Wa.Pa.L.2,Wa.Pa,L,mix.low,2,P.airoides,50,50,W.acuminata,50,0.83,Wa.Pa.L.2.3,3,182,NA,2.39,50,NA,22,NA,0.0478,
Wa.Pa.L.2,Wa.Pa,L,mix.low,2,P.airoides,50,50,W.acuminata,50,0.83,Wa.Pa.L.2.4,4,167,NA,2.39,50,NA,22,NA,0.0478,
Wa.Pa.L.2,Wa.Pa,L,mix.low,2,P.airoides,50,50,W.acuminata,50,0.83,Wa.Pa.L.2.5,5,155,NA,2.39,50,NA,22,NA,0.0478,
Wa.Pa.L.3,Wa.Pa,L,mix.low,3,P.airoides,12,50,W.acuminata,50,0.83,Wa.Pa.L.3.1,1,220,NA,0.3115,12,NA,6,NA,0.0259583333,
Wa.Pa.L.3,Wa.Pa,L,mix.low,3,P.airoides,12,50,W.acuminata,50,0.83,Wa.Pa.L.3.2,2,230,NA,0.3115,12,NA,6,NA,0.0259583333,
Wa.Pa.L.3,Wa.Pa,L,mix.low,3,P.airoides,12,50,W.acuminata,50,0.83,Wa.Pa.L.3.3,3,190,NA,0.3115,12,NA,6,NA,0.0259583333,
Wa.Pa.L.3,Wa.Pa,L,mix.low,3,P.airoides,12,50,W.acuminata,50,0.83,Wa.Pa.L.3.4,4,185,NA,0.3115,12,NA,6,NA,0.0259583333,
Wa.Pa.L.3,Wa.Pa,L,mix.low,3,P.airoides,12,50,W.acuminata,50,0.83,Wa.Pa.L.3.5,5,185,NA,0.3115,12,NA,6,NA,0.0259583333,
Wa.Pa.L.5,Wa.Pa,L,mix.low,5,P.airoides,50,50,W.acuminata,50,0.83,Wa.Pa.L.5.1,1,200,NA,1.7989,50,NA,35,NA,0.035978,
Wa.Pa.L.5,Wa.Pa,L,mix.low,5,P.airoides,50,50,W.acuminata,50,0.83,Wa.Pa.L.5.2,2,180,NA,1.7989,50,NA,35,NA,0.035978,
Wa.Pa.L.5,Wa.Pa,L,mix.low,5,P.airoides,50,50,W.acuminata,50,0.83,Wa.Pa.L.5.3,3,210,NA,1.7989,50,NA,35,NA,0.035978,
Wa.Pa.L.5,Wa.Pa,L,mix.low,5,P.airoides,50,50,W.acuminata,50,0.83,Wa.Pa.L.5.4,4,205,NA,1.7989,50,NA,35,NA,0.035978,
Wa.Pa.L.5,Wa.Pa,L,mix.low,5,P.airoides,50,50,W.acuminata,50,0.83,Wa.Pa.L.5.5,5,210,NA,1.7989,50,NA,35,NA,0.035978,
Pa.H.1,Pa,H,mono.high,1,P.airoides,44,50,P.airoides,50,NA,Pa.H.1.1,1,250,NA,1.5952,44,NA,9,NA,0.0362545455,
Pa.H.1,Pa,H,mono.high,1,P.airoides,44,50,P.airoides,50,NA,Pa.H.1.2,2,220,NA,1.5952,44,NA,9,NA,0.0362545455,
Pa.H.1,Pa,H,mono.high,1,P.airoides,44,50,P.airoides,50,NA,Pa.H.1.3,3,230,NA,1.5952,44,NA,9,NA,0.0362545455,
Pa.H.1,Pa,H,mono.high,1,P.airoides,44,50,P.airoides,50,NA,Pa.H.1.4,4,210,NA,1.5952,44,NA,9,NA,0.0362545455,
Pa.H.1,Pa,H,mono.high,1,P.airoides,44,50,P.airoides,50,NA,Pa.H.1.5,5,200,NA,1.5952,44,NA,9,NA,0.0362545455,
Pa.H.3,Pa,H,mono.high,3,P.airoides,40,50,P.airoides,50,NA,Pa.H.3.1,1,300,NA,1.82,40,NA,22,NA,0.0455,
Pa.H.3,Pa,H,mono.high,3,P.airoides,40,50,P.airoides,50,NA,Pa.H.3.2,2,225,NA,1.82,40,NA,22,NA,0.0455,
Pa.H.3,Pa,H,mono.high,3,P.airoides,40,50,P.airoides,50,NA,Pa.H.3.3,3,160,NA,1.82,40,NA,22,NA,0.0455,
Pa.H.3,Pa,H,mono.high,3,P.airoides,40,50,P.airoides,50,NA,Pa.H.3.4,4,160,NA,1.82,40,NA,22,NA,0.0455,
Pa.H.3,Pa,H,mono.high,3,P.airoides,40,50,P.airoides,50,NA,Pa.H.3.5,5,125,NA,1.82,40,NA,22,NA,0.0455,
Pa.H.4,Pa,H,mono.high,4,P.airoides,46,50,P.airoides,50,NA,Pa.H.4.1,1,280,NA,2.62,46,NA,26,NA,0.0569565217,
Pa.H.4,Pa,H,mono.high,4,P.airoides,46,50,P.airoides,50,NA,Pa.H.4.2,2,290,NA,2.62,46,NA,26,NA,0.0569565217,
Pa.H.4,Pa,H,mono.high,4,P.airoides,46,50,P.airoides,50,NA,Pa.H.4.3,3,210,NA,2.62,46,NA,26,NA,0.0569565217,
Pa.H.4,Pa,H,mono.high,4,P.airoides,46,50,P.airoides,50,NA,Pa.H.4.4,4,200,NA,2.62,46,NA,26,NA,0.0569565217,
Pa.H.4,Pa,H,mono.high,4,P.airoides,46,50,P.airoides,50,NA,Pa.H.4.5,5,190,NA,2.62,46,NA,26,NA,0.0569565217,
Pa.1,Pa,60,NA,1,P.airoides,NA,NA,P.airoides,NA,NA,Pa.1.,,,,,,,,,,
Pa.H.5,Pa,H,NA,5,P.airoides,NA,NA,P.airoides,NA,NA,Pa.H.5.,,,,,,,,,,
Pa.M.2,Pa,M,NA,2,P.airoides,NA,NA,P.airoides,NA,NA,Pa.M.2.,,,,,,,,,,
Wa.Pa.H.1,Wa.Pa,H,NA,1,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.H.1.NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wa.Pa.H.3,Wa.Pa,H,NA,3,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.H.3.1,1,172,0.0189,0.0189,1,0,0,0,0.0189,0.0129
Wa.Pa.H.4,Wa.Pa,H,NA,4,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.H.4.1,1,300,NA,1.1154,10,NA,10,NA,0.11154,
Wa.Pa.H.4,Wa.Pa,H,NA,4,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.H.4.2,2,250,NA,1.1154,10,NA,10,NA,0.11154,
Wa.Pa.H.4,Wa.Pa,H,NA,4,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.H.4.3,3,260,NA,1.1154,10,NA,10,NA,0.11154,
Wa.Pa.H.4,Wa.Pa,H,NA,4,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.H.4.4,4,210,NA,1.1154,10,NA,10,NA,0.11154,
Wa.Pa.H.4,Wa.Pa,H,NA,4,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.H.4.5,5,265,NA,1.1154,10,NA,10,NA,0.11154,
Wa.Pa.H.5,Wa.Pa,H,NA,5,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.H.5.NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wa.Pa.L.4,Wa.Pa,L,NA,4,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.L.4.NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wa.Pa.M.2,Wa.Pa,M,NA,2,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.M.2.NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wa.Pa.M.4,Wa.Pa,M,NA,4,P.airoides,NA,NA,W.acuminata,NA,NA,Wa.Pa.M.4.NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wa.C.1,Wa,C,control,1,W.acuminata,1,1,Control,1,NA,Wa.C.1.1,1,285,0.3852,0.3852,1,1,1,6,0.3852,0.0184
Wa.C.3,Wa,C,control,3,W.acuminata,1,1,Control,1,NA,Wa.C.3.1,1,300,1.1248,1.1248,1,1,1,22,1.1248,0.2341
Wa.Ac.L.1,Wa.Ac,L,mix.low,1,W.acuminata,4,10,A.cupaniana,10,0.17,Wa.Ac.L.1.1,1,150,0.1056,0.4884,4,1,3,1,0.1221,
Wa.Ac.L.1,Wa.Ac,L,mix.low,1,W.acuminata,4,10,A.cupaniana,10,0.17,Wa.Ac.L.1.2,2,140,0.1593,0.4884,4,1,3,2,0.1221,
Wa.Ac.L.1,Wa.Ac,L,mix.low,1,W.acuminata,4,10,A.cupaniana,10,0.17,Wa.Ac.L.1.3,3,70,0.1101,0.4884,4,0,3,0,0.1221,
Wa.Ac.L.1,Wa.Ac,L,mix.low,1,W.acuminata,4,10,A.cupaniana,10,0.17,Wa.Ac.L.1.4,4,115,0.1134,0.4884,4,1,3,4,0.1221,
Wa.Ac.L.2,Wa.Ac,L,mix.low,2,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.2.1,1,232,0.39,1.02,8,1,5,13,0.1275,
Wa.Ac.L.2,Wa.Ac,L,mix.low,2,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.2.2,2,140,0.05,1.02,8,1,5,1,0.1275,
Wa.Ac.L.2,Wa.Ac,L,mix.low,2,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.2.3,3,174,0.09,1.02,8,1,5,2,0.1275,
Wa.Ac.L.2,Wa.Ac,L,mix.low,2,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.2.4,4,195,0.14,1.02,8,1,5,5,0.1275,
Wa.Ac.L.2,Wa.Ac,L,mix.low,2,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.2.5,5,100,0.16,1.02,8,1,5,1,0.1275,
Wa.Ac.L.2,Wa.Ac,L,mix.low,2,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.2.6,6,99,0.12,1.02,8,0,5,0,0.1275,
Wa.Ac.L.2,Wa.Ac,L,mix.low,2,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.2.7,7,86,0.02,1.02,8,0,5,0,0.1275,
Wa.Ac.L.2,Wa.Ac,L,mix.low,2,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.2.8,8,98,0.05,1.02,8,0,5,0,0.1275,
Wa.Ac.L.3,Wa.Ac,L,mix.low,3,W.acuminata,10,10,A.cupaniana,10,0.17,Wa.Ac.L.3.1,1,130,0.0263,1.7431,10,1,7,1,0.17431,
Wa.Ac.L.3,Wa.Ac,L,mix.low,3,W.acuminata,10,10,A.cupaniana,10,0.17,Wa.Ac.L.3.2,2,178,0.0944,1.7431,10,1,7,1,0.17431,
Wa.Ac.L.3,Wa.Ac,L,mix.low,3,W.acuminata,10,10,A.cupaniana,10,0.17,Wa.Ac.L.3.3,3,121,0.0434,1.7431,10,0,7,0,0.17431,
Wa.Ac.L.3,Wa.Ac,L,mix.low,3,W.acuminata,10,10,A.cupaniana,10,0.17,Wa.Ac.L.3.4,4,102,0.0197,1.7431,10,0,7,0,0.17431,
Wa.Ac.L.3,Wa.Ac,L,mix.low,3,W.acuminata,10,10,A.cupaniana,10,0.17,Wa.Ac.L.3.5,5,93,0.0487,1.7431,10,0,7,0,0.17431,
Wa.Ac.L.3,Wa.Ac,L,mix.low,3,W.acuminata,10,10,A.cupaniana,10,0.17,Wa.Ac.L.3.6,6,285,0.1317,1.7431,10,1,7,4,0.17431,
Wa.Ac.L.3,Wa.Ac,L,mix.low,3,W.acuminata,10,10,A.cupaniana,10,0.17,Wa.Ac.L.3.7,7,285,0.2239,1.7431,10,1,7,11,0.17431,
Wa.Ac.L.3,Wa.Ac,L,mix.low,3,W.acuminata,10,10,A.cupaniana,10,0.17,Wa.Ac.L.3.8,8,173,0.3198,1.7431,10,1,7,1,0.17431,
Wa.Ac.L.3,Wa.Ac,L,mix.low,3,W.acuminata,10,10,A.cupaniana,10,0.17,Wa.Ac.L.3.9,9,200,0.289,1.7431,10,1,7,10,0.17431,
Wa.Ac.L.3,Wa.Ac,L,mix.low,3,W.acuminata,10,10,A.cupaniana,10,0.17,Wa.Ac.L.3.10,10,270,0.5462,1.7431,10,1,7,17,0.17431,
Wa.Ac.L.4,Wa.Ac,L,mix.low,4,W.acuminata,7,10,A.cupaniana,10,0.17,Wa.Ac.L.4.1,1,190,0.1346,1.034,7,1,3,5,0.1477142857,
Wa.Ac.L.4,Wa.Ac,L,mix.low,4,W.acuminata,7,10,A.cupaniana,10,0.17,Wa.Ac.L.4.2,2,88,0.0321,1.034,7,0,3,0,0.1477142857,
Wa.Ac.L.4,Wa.Ac,L,mix.low,4,W.acuminata,7,10,A.cupaniana,10,0.17,Wa.Ac.L.4.3,3,130,0.0615,1.034,7,1,3,1,0.1477142857,
Wa.Ac.L.4,Wa.Ac,L,mix.low,4,W.acuminata,7,10,A.cupaniana,10,0.17,Wa.Ac.L.4.4,4,140,0.2258,1.034,7,0,3,0,0.1477142857,
Wa.Ac.L.4,Wa.Ac,L,mix.low,4,W.acuminata,7,10,A.cupaniana,10,0.17,Wa.Ac.L.4.5,5,51,0.01,1.034,7,0,3,0,0.1477142857,
Wa.Ac.L.4,Wa.Ac,L,mix.low,4,W.acuminata,7,10,A.cupaniana,10,0.17,Wa.Ac.L.4.6,6,122,0.13,1.034,7,0,3,0,0.1477142857,
Wa.Ac.L.4,Wa.Ac,L,mix.low,4,W.acuminata,7,10,A.cupaniana,10,0.17,Wa.Ac.L.4.7,7,270,0.44,1.034,7,1,3,16,0.1477142857,
Wa.Ac.L.5,Wa.Ac,L,mix.low,5,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.5.1,1,185,0.0967,1.6052,8,1,7,3,0.20065,
Wa.Ac.L.5,Wa.Ac,L,mix.low,5,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.5.2,2,123,0.056,1.6052,8,1,7,1,0.20065,
Wa.Ac.L.5,Wa.Ac,L,mix.low,5,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.5.3,3,141,0.136,1.6052,8,1,7,1,0.20065,
Wa.Ac.L.5,Wa.Ac,L,mix.low,5,W.acuminata,8,10,A.cupaniana,10,0.17,Wa.Ac.L.5.4,4,69,0.0204,1.6052,8,0,7,0,0.20065,
