Block,Transect,Pair,Plot.ID,Treatment,Species,Count,Plant.no,Exotic,Date,Seed.mass.available,Value.mg,Annual.perrennial 
13,S,3,13.S.3.L,Litter,R.laevis,3,2,0,27-Aug-13,1,0.04108,Annual
13,S,3,13.S.3.L,Litter,R.laevis,3,3,0,27-Aug-13,1,0.04108,Annual
13,S,4,13.S.4.C,Control,R.laevis,3,1,0,27-Aug-13,1,0.04108,Annual
13,S,4,13.S.4.C,Control,R.laevis,3,2,0,27-Aug-13,1,0.04108,Annual
13,S,4,13.S.4.C,Control,R.laevis,3,3,0,27-Aug-13,1,0.04108,Annual
13,S,4,13.S.4.L,Litter,R.laevis,3,1,0,27-Aug-13,1,0.04108,Annual
13,S,4,13.S.4.L,Litter,R.laevis,3,2,0,27-Aug-13,1,0.04108,Annual
13,S,4,13.S.4.L,Litter,R.laevis,3,3,0,27-Aug-13,1,0.04108,Annual
13,S,5,13.S.5.C,Control,R.laevis,1,1,0,27-Aug-13,1,0.04108,Annual
13,S,5,13.S.5.L,Litter,R.laevis,4,1,0,27-Aug-13,1,0.04108,Annual
13,S,5,13.S.5.L,Litter,R.laevis,4,2,0,27-Aug-13,1,0.04108,Annual
13,S,5,13.S.5.L,Litter,R.laevis,4,3,0,27-Aug-13,1,0.04108,Annual
13,S,5,13.S.5.L,Litter,R.laevis,4,4,0,27-Aug-13,1,0.04108,Annual
14,S,4,14.S.4.L,Litter,R.laevis,1,1,0,27-Aug-13,1,0.04108,Annual
15,N,1,15.N.1.C,Control,R.laevis,1,1,0,27-Aug-13,1,0.04108,Annual
15,S,5,15.S.5.C,Control,R.laevis,1,1,0,27-Aug-13,1,0.04108,Annual
13,N,1,13.N.1.C,Control,R.pygmaea,1,1,0,27-Aug-13,1,1.095432588,Annual
13,N,1,13.N.1.L,Litter,R.pygmaea,3,1,0,27-Aug-13,1,1.095432588,Annual
13,N,1,13.N.1.L,Litter,R.pygmaea,3,2,0,27-Aug-13,1,1.095432588,Annual
13,N,1,13.N.1.L,Litter,R.pygmaea,3,3,0,27-Aug-13,1,1.095432588,Annual
13,S,1,13.S.1.L,Litter,R.pygmaea,3,1,0,27-Aug-13,1,1.095432588,Annual
13,S,1,13.S.1.L,Litter,R.pygmaea,3,2,0,27-Aug-13,1,1.095432588,Annual
13,S,1,13.S.1.L,Litter,R.pygmaea,3,3,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,1,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,2,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,3,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,4,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,5,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,6,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,7,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,8,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,9,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,10,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,11,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,12,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,13,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,14,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,15,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,16,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,17,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,18,0,27-Aug-13,1,1.095432588,Annual
13,S,2,13.S.2.C,Control,R.pygmaea,19,19,0,27-Aug-13,1,1.095432588,Annual
13,S,3,13.S.3.C,Control,R.pygmaea,3,1,0,27-Aug-13,1,1.095432588,Annual
13,S,3,13.S.3.C,Control,R.pygmaea,3,2,0,27-Aug-13,1,1.095432588,Annual
13,S,3,13.S.3.C,Control,R.pygmaea,3,3,0,27-Aug-13,1,1.095432588,Annual
11,S,1,11.S.1.C,Control,T.cyanopetala,3,1,0,27-Aug-13,1,2.4263,Annual
11,S,1,11.S.1.C,Control,T.cyanopetala,3,2,0,27-Aug-13,1,2.4263,Annual
11,S,1,11.S.1.C,Control,T.cyanopetala,3,3,0,27-Aug-13,1,2.4263,Annual
14,S,1,14.S.1.L,Litter,T.cyanopetala,2,1,0,27-Aug-13,1,2.4263,Annual
14,S,1,14.S.1.L,Litter,T.cyanopetala,2,2,0,27-Aug-13,1,2.4263,Annual
14,S,5,14.S.5.C,Control,T.cyanopetala,1,1,0,27-Aug-13,1,2.4263,Annual
10,N,2,10.N.2.C,Control,T.isingiana,1,1,0,27-Aug-13,1,0.8072,Annual
10,N,4,10.N.4.L,Litter,T.isingiana,1,1,0,27-Aug-13,1,0.8072,Annual
10,N,5,10.N.5.L,Litter,T.isingiana,1,1,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.C,Control,T.isingiana,2,1,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.C,Control,T.isingiana,2,2,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,1,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,2,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,3,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,4,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,5,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,6,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,7,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,8,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,9,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,10,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,11,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,12,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,13,0,27-Aug-13,1,0.8072,Annual
10,S,2,10.S.2.L,Litter,T.isingiana,14,14,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,1,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,2,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,3,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,4,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,5,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,6,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,7,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,8,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,9,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,10,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,11,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,12,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,13,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.C,Control,T.isingiana,14,14,0,27-Aug-13,1,0.8072,Annual
11,N,1,11.N.1.L,Litter,T.isingiana,1,1,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,1,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,2,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,3,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,4,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,5,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,6,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,7,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,8,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,9,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,10,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,11,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,12,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.C,Control,T.isingiana,13,13,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,1,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,2,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,3,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,4,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,5,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,6,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,7,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,8,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,9,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,10,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,11,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,12,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,13,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,14,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,15,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,16,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,17,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,18,0,27-Aug-13,1,0.8072,Annual
11,N,2,11.N.2.L,Litter,T.isingiana,19,19,0,27-Aug-13,1,0.8072,Annual
11,N,3,11.N.3.L,Litter,T.isingiana,1,1,0,27-Aug-13,1,0.8072,Annual
11,S,2,11.S.2.C,Control,T.isingiana,2,1,0,27-Aug-13,1,0.8072,Annual
11,S,2,11.S.2.C,Control,T.isingiana,2,2,0,27-Aug-13,1,0.8072,Annual
11,S,3,11.S.3.C,Control,T.isingiana,2,1,0,27-Aug-13,1,0.8072,Annual
11,S,3,11.S.3.C,Control,T.isingiana,2,2,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,1,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,2,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,3,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,4,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,5,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,6,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,7,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,8,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,9,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,10,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,11,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,12,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,13,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,14,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,15,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,16,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,17,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,18,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,19,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,20,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,21,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,22,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,23,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,24,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,25,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.C,Control,T.isingiana,26,26,0,27-Aug-13,1,0.8072,Annual
14,N,1,14.N.1.L,Litter,T.isingiana,1,1,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,1,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,2,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,3,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,4,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,5,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,6,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,7,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,8,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,9,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,10,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,11,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,12,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,13,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,14,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,15,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,16,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,17,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,18,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,19,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,20,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,21,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,22,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,23,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,24,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,25,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,26,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,27,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,28,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,29,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,30,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,31,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,32,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,33,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,34,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,35,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,36,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,37,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,38,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,39,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.C,Control,T.isingiana,40,40,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.L,Litter,T.isingiana,7,1,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.L,Litter,T.isingiana,7,2,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.L,Litter,T.isingiana,7,3,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.L,Litter,T.isingiana,7,4,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.L,Litter,T.isingiana,7,5,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.L,Litter,T.isingiana,7,6,0,27-Aug-13,1,0.8072,Annual
14,N,2,14.N.2.L,Litter,T.isingiana,7,7,0,27-Aug-13,1,0.8072,Annual
14,N,3,14.N.3.L,Litter,T.isingiana,2,1,0,27-Aug-13,1,0.8072,Annual
14,N,3,14.N.3.L,Litter,T.isingiana,2,2,0,27-Aug-13,1,0.8072,Annual
15,S,2,15.S.2.C,Control,T.isingiana,1,1,0,27-Aug-13,1,0.8072,Annual
10,N,2,10.N.2.C,Control,T.ornata,1,1,0,27-Aug-13,1,1.68171,Annual
10,N,4,10.N.4.C,Control,T.ornata,1,1,0,27-Aug-13,1,1.68171,Annual
10,S,4,10.S.4.L,Litter,Thysanotus.sp,1,1,0,27-Aug-13,NA,NA,Perrennial
10,S,5,10.S.5.C,Control,Thysanotus.sp,3,1,0,27-Aug-13,NA,NA,Perrennial
10,S,5,10.S.5.C,Control,Thysanotus.sp,3,2,0,27-Aug-13,NA,NA,Perrennial
10,S,5,10.S.5.C,Control,Thysanotus.sp,3,3,0,27-Aug-13,NA,NA,Perrennial
11,S,3,11.S.3.L,Litter,Thysanotus.sp,1,1,0,27-Aug-13,NA,NA,Perrennial
14,N,2,14.N.2.L,Litter,Thysanotus.sp,1,1,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
10,N,2,10.N.2.L,Litter,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
10,N,4,10.N.4.C,Control,U.anthemoides,7,1,1,27-Aug-13,1,1.420625763,Annual
10,N,4,10.N.4.C,Control,U.anthemoides,7,2,1,27-Aug-13,1,1.420625763,Annual
10,N,4,10.N.4.C,Control,U.anthemoides,7,3,1,27-Aug-13,1,1.420625763,Annual
10,N,4,10.N.4.C,Control,U.anthemoides,7,4,1,27-Aug-13,1,1.420625763,Annual
10,N,4,10.N.4.C,Control,U.anthemoides,7,5,1,27-Aug-13,1,1.420625763,Annual
10,N,4,10.N.4.C,Control,U.anthemoides,7,6,1,27-Aug-13,1,1.420625763,Annual
10,N,4,10.N.4.C,Control,U.anthemoides,7,7,1,27-Aug-13,1,1.420625763,Annual
10,N,4,10.N.4.L,Litter,U.anthemoides,3,1,1,27-Aug-13,1,1.420625763,Annual
10,N,4,10.N.4.L,Litter,U.anthemoides,3,2,1,27-Aug-13,1,1.420625763,Annual
10,N,4,10.N.4.L,Litter,U.anthemoides,3,3,1,27-Aug-13,1,1.420625763,Annual
10,N,5,10.N.5.C,Control,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
10,S,2,10.S.2.C,Control,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
10,S,2,10.S.2.L,Litter,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
10,S,3,10.S.3.C,Control,U.anthemoides,5,1,1,27-Aug-13,1,1.420625763,Annual
10,S,3,10.S.3.C,Control,U.anthemoides,5,2,1,27-Aug-13,1,1.420625763,Annual
10,S,3,10.S.3.C,Control,U.anthemoides,5,3,1,27-Aug-13,1,1.420625763,Annual
10,S,3,10.S.3.C,Control,U.anthemoides,5,4,1,27-Aug-13,1,1.420625763,Annual
10,S,3,10.S.3.C,Control,U.anthemoides,5,5,1,27-Aug-13,1,1.420625763,Annual
10,S,4,10.S.4.C,Control,U.anthemoides,6,1,1,27-Aug-13,1,1.420625763,Annual
10,S,4,10.S.4.C,Control,U.anthemoides,6,2,1,27-Aug-13,1,1.420625763,Annual
10,S,4,10.S.4.C,Control,U.anthemoides,6,3,1,27-Aug-13,1,1.420625763,Annual
10,S,4,10.S.4.C,Control,U.anthemoides,6,4,1,27-Aug-13,1,1.420625763,Annual
10,S,4,10.S.4.C,Control,U.anthemoides,6,5,1,27-Aug-13,1,1.420625763,Annual
10,S,4,10.S.4.C,Control,U.anthemoides,6,6,1,27-Aug-13,1,1.420625763,Annual
10,S,4,10.S.4.L,Litter,U.anthemoides,3,1,1,27-Aug-13,1,1.420625763,Annual
11,S,5,10.S.4.L,Litter,U.anthemoides,3,2,1,27-Aug-13,1,1.420625763,Annual
10,S,4,10.S.4.L,Litter,U.anthemoides,3,3,1,27-Aug-13,1,1.420625763,Annual
10,S,5,10.S.5.C,Control,U.anthemoides,8,1,1,27-Aug-13,1,1.420625763,Annual
10,S,5,10.S.5.C,Control,U.anthemoides,8,2,1,27-Aug-13,1,1.420625763,Annual
10,S,5,10.S.5.C,Control,U.anthemoides,8,3,1,27-Aug-13,1,1.420625763,Annual
10,S,5,10.S.5.C,Control,U.anthemoides,8,4,1,27-Aug-13,1,1.420625763,Annual
10,S,5,10.S.5.C,Control,U.anthemoides,8,5,1,27-Aug-13,1,1.420625763,Annual
10,S,5,10.S.5.C,Control,U.anthemoides,8,6,1,27-Aug-13,1,1.420625763,Annual
10,S,5,10.S.5.C,Control,U.anthemoides,8,7,1,27-Aug-13,1,1.420625763,Annual
10,S,5,10.S.5.C,Control,U.anthemoides,8,8,1,27-Aug-13,1,1.420625763,Annual
10,S,5,10.S.5.L,Litter,U.anthemoides,2,1,1,27-Aug-13,1,1.420625763,Annual
10,S,5,10.S.5.L,Litter,U.anthemoides,2,2,1,27-Aug-13,1,1.420625763,Annual
11,N,1,11.N.1.C,Control,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
11,N,1,11.N.1.L,Litter,U.anthemoides,4,1,1,27-Aug-13,1,1.420625763,Annual
11,N,1,11.N.1.L,Litter,U.anthemoides,4,2,1,27-Aug-13,1,1.420625763,Annual
11,N,1,11.N.1.L,Litter,U.anthemoides,4,3,1,27-Aug-13,1,1.420625763,Annual
11,N,1,11.N.1.L,Litter,U.anthemoides,4,4,1,27-Aug-13,1,1.420625763,Annual
11,N,4,11.N.4.C,Control,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
11,N,5,11.N.5.L,Litter,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
13,N,1,13.N.1.C,Control,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
14,N,1,14.N.1.C,Control,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
14,N,1,14.N.1.L,Litter,U.anthemoides,3,1,1,27-Aug-13,1,1.420625763,Annual
14,N,1,14.N.1.L,Litter,U.anthemoides,3,2,1,27-Aug-13,1,1.420625763,Annual
14,N,1,14.N.1.L,Litter,U.anthemoides,3,3,1,27-Aug-13,1,1.420625763,Annual
14,N,4,14.N.4.C,Control,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
14,N,5,14.N.5.L,Litter,U.anthemoides,4,1,1,27-Aug-13,1,1.420625763,Annual
14,N,5,14.N.5.L,Litter,U.anthemoides,4,2,1,27-Aug-13,1,1.420625763,Annual
14,N,5,14.N.5.L,Litter,U.anthemoides,4,3,1,27-Aug-13,1,1.420625763,Annual
14,N,5,14.N.5.L,Litter,U.anthemoides,4,4,1,27-Aug-13,1,1.420625763,Annual
14,S,1,14.S.1.L,Litter,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
14,S,2,14.S.2.L,Litter,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
14,S,3,14.S.3.C,Control,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
14,S,3,14.S.3.L,Litter,U.anthemoides,4,1,1,27-Aug-13,1,1.420625763,Annual
14,S,3,14.S.3.L,Litter,U.anthemoides,4,2,1,27-Aug-13,1,1.420625763,Annual
14,S,3,14.S.3.L,Litter,U.anthemoides,4,3,1,27-Aug-13,1,1.420625763,Annual
14,S,3,14.S.3.L,Litter,U.anthemoides,4,4,1,27-Aug-13,1,1.420625763,Annual
14,S,4,14.S.4.C,Control,U.anthemoides,4,1,1,27-Aug-13,1,1.420625763,Annual
14,S,4,14.S.4.C,Control,U.anthemoides,4,2,1,27-Aug-13,1,1.420625763,Annual
14,S,4,14.S.4.C,Control,U.anthemoides,4,3,1,27-Aug-13,1,1.420625763,Annual
14,S,4,14.S.4.C,Control,U.anthemoides,4,4,1,27-Aug-13,1,1.420625763,Annual
14,S,4,14.S.4.L,Litter,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
15,N,3,15.N.3.L,Litter,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
15,S,1,15.S.1.L,Litter,U.anthemoides,1,1,1,27-Aug-13,1,1.420625763,Annual
