Site,Block,Plot.ID,CSBP.Label.2013,CSBP.Label.2012,Tree.species,Tree.trtmnt,Tree.ID,GPS.ID,Side,Pair,Pair.unique,Treatment,RL,Block.Xcoord,Block.Ycoord,Dist.to.tree.rel,Dist.to.tree.abs,SM1,SM2,SM3,Mean.SM,canopy.N,canopy.E,canopy.S,canopy.W,meancanopy.NWE,Canopycover.N,Canopycover.E,Canopycover.S,Canopycover.W,Mean.canopycover.all,Mean.canopycover.NWE,Soil.compaction.1,Soil.compaction.2,Soil.compaction.3,Mean.soil.compaction,X,t1.colour,t1.gravel,t1.texture,t1.ammonium,t1.nitrate,t1.phosphorus,t1.potassium,t1.sulfur,t1.organic.c,t1.conductivity,t1.ph.cacl2,t1.ph.h2o,t2.colour,t2.gravel,t2.texture,t2.ammonium,t2.nitrate,t2.phosphorus,t2.potassium,t2.sulfur,t2.organic.c,t2.conductivity,t2.ph.cacl2,t2.ph.h2o,richness.t3,plantdensity.t2,ex.plantdensity.t2,nat.plantdensity.t2,ex.richness.t3,nat.richness.t3,richness.t1,ex.richness.t1,plantdensity.t1,ex.plantdensity.t1,nat.plantdensity.t1,nat.richness.t1,richness.t2,ex.richness.t2,nat.richness.t2,rar5.t2.richness,rar10.t2.richness,rar15.t2.richness,A.calendula,A.calendula.present,A.uliginosum,A.uliginosum.present,B.drummondii,B.drummondii.present,B.iberidifola,B.iberidifola.present,B.tournefortii,B.tournefortii,Bromus.sp,Bromus.sp.present,C.colorata,C.colorata.present,C.eremea,C.eremea.present,C.obionoides,E.botrys,E.longiflora,G.nodulosus,G.tenuissima,H.glabra,H.glabra.present,H.pilifera,L.arvensis,L.arvensis.present,M.crystallinum,M.monstrosus,Millotia.sp,Millotia.sp.present,N.rotundifolia,P.airoides,P.canescens,P.gnaphaloides,P.lessonni,P.lessonni.present,R.laevis,R.laevis.present,R.pygmaea,T.cyanopetala,T.cyanopetala.present,T.isingiana,T.isingiana.present,T.ornata,U.anthemoides,U.anthemoides.present,V.myuros,V.myuros.present,W.acuminata,W.acuminata.present,Euc.litter,Jam.litter,Ammonium.IEMs,Nitrate.IEMs,Nitrate.IEMs.convertedzeros
Kunjin,13,13.S.3.C,K46,K176,A.acuminata,Jam.Control,13,562,South,3,13.South.3,Control,L,0,3,-4.1,4.1,5,5,5,5,39.68,12.64,0.16,2.24,18.18666667,14.5,21,24,23.5,20.75,19.66666667,14,15,16,15,K46,LTGR,41917,1.5,2,1,2,50,2,0.46,0.011,4.7,5.7,LTGR,0,1,3,2,2,34,2.7,0.81,0.02,4.4,5.1,5,71,27,44,2,3,6,2,92,51,41,4,7,2,5,3.3673503402,4.6465392886,5.2940916543,0,0,0,0,0,0,1,1,0,0,7,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,14,1,0,0.04,0,0,0.0001
Kunjin,13,13.S.3.L,K45,K175,A.acuminata,Jam.Litter,13,562,South,3,13.South.3,Litter,R,1,3,-4.1,4.1,5,5,6,5.333333333,41.76,8.48,0.16,4.32,18.18666667,14,22,24,23,20.75,19.66666667,13,12,11,12,K45,LTGR,5,1.5,4,3,2,72,3,1.08,0.025,4.7,5.7,LTGR,42278,1,2,2,2,49,3,0.92,0.023,4.6,5.6,5,31,13,18,2,3,6,3,101,54,47,3,7,2,5,3.6683263591,5.3616673053,6.2386860333,0,0,2,1,0,0,4,1,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,1,7,1,0,0.2,0,1.56134228,1.56134228
Kunjin,13,13.S.4.C,K48,K178,A.acuminata,Jam.Control,13,562,South,4,13.South.4,Control,R,1,4.5,-2.6,2.6,4,5,5,4.666666667,77.12,63.6,14.72,42.8,61.17333333,5.5,8.75,20.5,13.75,12.125,9.333333333,12,15,15,14,K48,LTGR,5,1.5,1,1,2,84,2.1,0.57,0.01,4.9,5.9,LTGR,5,1,14,3,2,82,5.8,1.03,0.047,4,4.9,3,15,6,9,2,1,6,3,29,7,22,3,6,3,3,3.6666666667,5.2087912088,6,1,1,0,0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0.03,0,1.315948884,1.315948884
Kunjin,13,13.S.4.L,K47,K177,A.acuminata,Jam.Litter,13,562,South,4,13.South.4,Litter,L,0,4.5,-2.6,2.6,5,5,6,5.333333333,87.52,82.32,17.84,33.44,67.76,3,4.25,19.75,16,10.75,7.75,8,12,12,10.66666667,K47,BRGR,5,1,7,4,2,55,4.4,2.27,0.035,4.4,5.3,LTGR,41917,1,3,2,2,78,3.2,0.78,0.029,4.4,5.6,4,23,10,13,2,2,6,4,81,64,17,2,6,3,3,3.0426758596,4.1393573448,4.9248991463,0,0,0,0,0,0,0,0,0,0,8,1,9,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0,2.34876863,2.34876863
Kunjin,13,13.S.5.C,K50,K181,A.acuminata,Jam.Control,13,562,South,5,13.South.5,Control,L,0,6.2,-0.9,0.9,7,6,6,6.333333333,60.48,84.4,91.68,37.6,60.82666667,9.5,3.75,2,15,7.5625,9.416666667,11,11,11,11,K50,LTGR,5,1.5,2,1,3,70,3.2,1.1,0.019,4,5,BRGR,5,1.5,5,2,3,80,3.8,1.49,0.05,4.3,5.3,4,23,5,18,3,1,6,3,34,12,22,3,7,3,4,3.1460667479,4.7831637336,5.9407114625,1,1,0,0,0,0,0,0,0,0,2,1,12,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0.5,0,1.301298532,1.301298532
Kunjin,13,13.S.5.L,K49,K179,A.acuminata,Jam.Litter,13,562,South,5,13.South.5,Litter,R,1,6.2,-0.9,0.9,6,7,7,6.666666667,91.68,90.64,82.32,91.68,91.33333333,2,2.25,4.25,2,2.625,2.083333333,12,11,11,11.33333333,K49,LTGR,5,1.5,6,6,4,90,3.4,0.91,0.039,4.1,5.1,BRGR,0,1,5,2,2,72,3.8,1.2,0.049,4,4.9,5,39,6,33,3,2,6,3,62,31,31,3,7,3,4,2.7354317881,4.0721767696,5.0675493307,1,1,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,3,1,0,0.6,0,0.220835072,0.220835072
Kunjin,14,14.N.1.C,K78,K211,E.loxophleba,YG.Control,14,574,North,1,14.North.1,Control,R,1,26,13,13,3,3,3,3,23.04,17.84,15.76,8.48,16.45333333,18.5,19.75,20.25,22,20.125,20.08333333,7,7.5,7,7.166666667,K78,GR,5,1.5,5,4,3,50,3.6,2.96,0.026,5.1,5.9,GRBR,5,1.5,7,5,4,54,6,2.39,0.043,5.1,5.8,7,55,5,50,4,3,4,2,49,9,40,2,8,3,5,3.0843944151,4.3699552457,5.1945991775,0,0,0,0,0,0,0,0,2,1,2,1,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,26,1,0,1,1,0,0,0,0,0.08,0,0,0.03824966,0.03824966
Kunjin,14,14.N.1.L,K77,K210,E.loxophleba,YG.Litter,14,574,North,1,14.North.1,Litter,L,0,26,13,13,3,3,3,3,8.48,18.88,12.64,11.6,12.98666667,22,19.5,21,21.25,20.9375,20.91666667,8.5,13,10,10.5,K77,GR,5,1.5,3,1,3,55,2.4,2.86,0.018,5.4,6.3,GRBR,0,1,14,13,4,77,4,1.7,0.05,5.2,6.2,4,13,7,6,3,1,5,3,76,28,48,2,6,4,2,3.5555555556,5.2657342657,6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0.1,0,0,0.6192839,0.6192839
Kunjin,14,14.N.2.C,K76,K209,E.loxophleba,YG.Control,14,574,North,2,14.North.2,Control,L,0,24,11,11,3,3,3,3,1.2,16.8,20.96,4.32,7.44,23.75,20,19,23,21.4375,22.25,8.5,10.5,11,10,K76,GR,5,1.5,2,2,4,47,2.6,2.91,0.017,5.2,6.1,GR,5,1.5,23,3,10,81,12.9,3.26,0.09,5.4,6,5,57,2,55,1,4,5,3,38,5,33,2,6,1,5,2.283806763,3.1789538508,3.8294215595,0,0,2,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,4,1,0.1,0,0,0,0.0001
Kunjin,14,14.N.2.L,K75,K208,E.loxophleba,YG.Litter,14,574,North,2,14.North.2,Litter,R,1,24,11,11,3,3,3,3,6.4,54.24,32.4,11.6,24.08,22.5,11,16.25,21.25,17.75,18.25,11,11,11,11,K75,GR,5,1,2,1,3,73,2.4,2.01,0.015,5.3,6.3,GR,5,1.5,4,2,2,31,7.2,1.94,0.045,5.2,6.1,NA,NA,NA,NA,NA,NA,3,1,28,4,24,2,NA,NA,NA,3.7010663915,5.7206477733,7.1145510836,0,0,1,1,0,0,0,0,0,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,1,0.2,0,0,0.92038938,0.92038938
Kunjin,14,14.N.3.C,K74,K207,E.loxophleba,YG.Control,14,574,North,3,14.North.3,Control,R,1,22,9,9,3,3,3,3,5.36,65.68,67.76,6.4,25.81333333,22.75,8.25,7.75,22.5,15.3125,17.83333333,4.5,5.5,5,5,K74,GR,5,1,3,4,7,51,3.9,3.27,0.03,4.9,5.7,GR,5,1.5,18,45,4,32,22.9,2.86,0.163,4.8,5.3,2,14,0,14,0,2,3,1,26,2,24,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,8.4747629731,8.4747629731
Kunjin,14,14.N.3.L,K73,K206,E.loxophleba,YG.Litter,14,574,North,3,14.North.3,Litter,L,0,22,9,9,3,3,3,3,12.64,54.24,43.84,4.32,23.73333333,21,11,13.5,23,17.125,18.33333333,8.5,11,11,10.16666667,K73,GR,0,1,3,5,6,83,3.8,3.93,0.028,5.5,6.3,GRBR,5,1.5,4,5,4,68,4.8,2.85,0.041,5.1,6.1,6,NA,NA,NA,NA,NA,2,0,45,0,45,2,7,3,4,3.6093906094,5.7252747253,7,1,1,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.05,0,0,4.72737755,4.72737755
Kunjin,14,14.N.4.C,K72,K205,E.loxophleba,YG.Control,14,574,North,4,14.North.4,Control,L,0,17,4,4,4,4,4,4,25.12,75.04,75.04,19.92,40.02666667,18,6,6,19.25,12.3125,14.41666667,7.5,6,6,6.5,K72,GRBR,5,1.5,18,95,10,105,32.9,5.23,0.21,5,5.6,GRBR,0,1.5,3,6,4,64,4.1,3.42,0.039,5,5.9,5,6,2,4,3,2,1,0,1,0,1,1,4,2,2,3.5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0,0,12.09017081,12.09017081
Kunjin,14,14.N.4.L,K71,K204,E.loxophleba,YG.Litter,14,574,North,4,14.North.4,Litter,R,1,17,4,4,6,4,4,4.666666667,25.12,83.36,82.32,22,43.49333333,18,4,4.25,18.75,11.25,13.58333333,8.5,7,7,7.5,K71,BRGR,5,1,5,11,6,132,5.9,4.33,0.051,5.4,6.2,GRBR,5,1.5,4,7,5,59,6.8,3.8,0.068,5,5.9,2,4,0,4,1,1,1,0,1,0,1,1,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,16.6080399515,16.6080399515
Kunjin,14,14.N.5.C,K70,K203,E.loxophleba,YG.Control,14,574,North,5,14.North.5,Control,R,1,15,2,2,4,3,4,3.666666667,75.04,81.28,84.4,54.24,70.18666667,6,4.5,3.75,11,6.3125,7.166666667,10,11,9.5,10.16666667,K70,GR,41917,1,4,4,7,82,4.9,3.57,0.026,5.1,6.1,GRBR,5,1.5,6,35,7,52,20.9,2.65,0.201,7,7.4,3,24,5,19,2,1,3,1,27,11,16,2,5,2,3,2.8255693582,3.8600075666,4.4500988142,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,6.30439374,6.30439374
Kunjin,14,14.N.5.L,K69,K201,E.loxophleba,YG.Litter,14,574,North,5,14.North.5,Litter,L,0,15,2,2,5,4,4,4.333333333,58.4,83.36,80.24,44.88,62.21333333,10,4,4.75,13.25,8,9.083333333,7,8.5,8.5,8,K69,DKGR,5,2,14,13,10,113,12.3,3.8,0.095,4.7,5.6,GRBR,5,1,33,49,13,74,32.7,4.45,0.154,5.2,5.8,3,19,11,8,2,1,4,1,30,3,27,3,5,3,2,3.3028895769,4.3738985473,4.7848297214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0.5,0,0,14.35983581,14.35983581
Kunjin,14,14.S.1.C,NA,NA,E.loxophleba,YG.Control,14,574,South,1,14.South.1,Control,R,1,0,-13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,56,20,36,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
Kunjin,14,14.S.1.L,K60,K192,E.loxophleba,YG.Litter,14,574,South,1,14.South.1,Litter,L,0,0,-13,13,3,3,3,3,4.32,0.16,3.28,0.16,1.546666667,23,24,23.25,24,23.5625,23.66666667,6,9,10,8.333333333,K60,LTGR,5,1,2,3,2,101,2.2,1.61,0.019,4.7,5.7,GRBR,5,1.5,6,2,4,40,9.2,2.21,0.081,4.6,5.4,6,60,20,40,2,4,3,1,66,30,36,2,8,4,4,2.9473004911,4.1917709576,5.0372148749,0,0,0,0,0,0,31,1,0,0,6,1,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,3,1,0.04,0,0,0,0.0001
Kunjin,14,14.S.2.C,K62,K194,E.loxophleba,YG.Control,14,574,South,2,14.South.2,Control,R,1,2,-11,11,4,4,4,4,11.6,3.28,0.16,1.2,5.36,21.25,23.25,24,23.75,23.0625,22.75,10.5,9,9,9.5,K62,GR,41917,1.5,2,3,3,61,2.9,2.24,0.021,4.6,5.6,GR,5,1.5,3,4,3,58,3.7,2.28,0.032,4.3,5.3,3,55,1,54,1,2,4,1,51,10,41,3,7,1,6,2.3188428294,3.0222697892,3.5603259869,0,0,0,0,0,0,35,1,0,0,0,0,14,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.239148012,0.239148012
Kunjin,14,14.S.2.L,K61,K193,E.loxophleba,YG.Litter,14,574,South,2,14.South.2,Litter,L,0,2,-11,11,4,4,4,4,12.64,2.24,2.24,0.16,5.013333333,21,23.5,23.5,24,23,22.83333333,9,9,6,8,K61,BRGR,5,1.5,2,5,3,79,3.7,2.48,0.032,4.9,5.8,GRBR,5,1.5,2,3,2,45,3.1,1.73,0.026,4.5,5.3,6,34,5,29,4,2,4,1,33,10,23,3,7,3,4,2.6080084526,3.8831718272,4.8843367259,0,0,0,0,0,0,22,1,0,0,2,1,0,0,4,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.28067868,2.28067868
Kunjin,14,14.S.3.C,K64,K196,E.loxophleba,YG.Control,14,574,South,3,14.South.3,Control,R,1,4,-9,9,4,4,4,4,22,9.52,1.2,1.2,10.90666667,18.75,21.75,23.75,23.75,22,21.41666667,11,12,13,12,K64,BRGR,5,1.5,2,4,4,87,2.7,3.16,0.022,4.5,5.5,BRGR,0,1.5,4,3,2,62,4,2.82,0.038,4.2,5.2,8,41,12,29,5,3,5,3,79,56,23,2,10,5,5,3.4600986392,5.2633747355,6.5475773705,0,0,0,0,0,0,17,1,1,1,7,1,5,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0.2,0,0,0,0.0001
Kunjin,14,14.S.3.L,K63,K195,E.loxophleba,YG.Litter,14,574,South,3,14.South.3,Litter,L,0,4,-9,9,4,4,4,4,12.64,16.8,0.16,0.16,9.866666667,21,20,24,24,22.25,21.66666667,11,11,9,10.33333333,K63,GRBR,5,1,3,5,3,91,3.4,3.39,0.034,4.7,5.5,BRGR,5,1.5,3,2,2,63,3.4,2.51,0.022,4.4,5.3,7,43,21,22,4,3,6,3,87,46,41,3,8,4,4,3.8770888782,5.8684307299,6.9150000999,0,0,0,0,0,0,10,1,0,0,4,1,0,0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,1,2,1,0.2,0,0,1.72234109,1.72234109
Kunjin,14,14.S.4.C,K66,K198,E.loxophleba,YG.Control,14,574,South,4,14.South.4,Control,R,1,7.5,-5.5,5.5,3,3,3,3,60.48,46.96,8.48,4.32,37.25333333,9.5,12.75,22,23,16.8125,15.08333333,9,10,9,9.333333333,K66,LTGR,5,1.5,2,3,2,72,2.4,2.72,0.015,4.4,5.4,LTGR,41917,1.5,1,1,2,60,2.4,1.96,0.018,4.6,5.6,9,18,12,6,6,3,4,2,38,15,23,2,9,5,4,4.0612745098,6.4803921569,8.1458333333,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,1,0.01,0,0,0.04136826,0.04136826
Kunjin,14,14.S.4.L,K65,K197,E.loxophleba,YG.Litter,14,574,South,4,14.South.4,Litter,L,0,7.5,-5.5,5.5,4,4,4,4,69.84,46.96,10.56,6.4,41.06666667,7.25,12.75,21.5,22.5,16,14.16666667,10,9,10,9.666666667,K65,GRBR,0,1.5,5,6,4,89,3.5,3.73,0.026,4.6,5.5,BRGR,0,1.5,2,3,2,42,3.8,1.87,0.028,4.5,5.4,8,13,7,6,5,3,5,3,55,23,32,2,8,4,4,4.013986014,6.6118881119,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,3,1,0.3,0,0,0,0.0001
Kunjin,14,14.S.5.C,K68,K200,E.loxophleba,YG.Control,14,574,South,5,14.South.5,Control,R,1,11,-2,2,6,7,7,6.666666667,87.52,82.32,62.56,45.92,71.92,3,4.25,9,13,7.3125,6.75,6,10,8,8,K66,GR,0,1.5,3,2,3,49,2.7,2.88,0.022,5.2,6.2,BRGR,41917,1.5,2,7,3,81,4.9,3.33,0.062,5.4,6.3,7,68,40,28,3,4,6,2,36,3,33,4,7,4,3,2.9501132373,3.890254117,4.4103151095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,29,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4,0,0,2.21258873,2.21258873
Kunjin,14,14.S.5.L,K67,K199,E.loxophleba,YG.Litter,14,574,South,5,14.South.5,Litter,L,0,11,-2,2,6,5,5,5.333333333,83.36,84.4,45.92,48,71.92,4,3.75,13,12.5,8.3125,6.75,8,5,4.5,5.833333333,K67,BRGR,0,1.5,3,5,5,62,4,3.62,0.022,5.2,6,BRGR,5,1.5,5,11,5,46,5.8,3.21,0.041,5.1,5.8,3,50,45,5,3,0,2,0,21,0,21,2,4,2,2,1.567854311,2.0591836735,2.4803571429,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,5.176316636,5.176316636
Kunjin,15,15.N.1.C,K98,K233,E.loxophleba,YG.Control,15,575,North,1,15.North.1,Control,R,1,21,10,10,3,4,3,3.333333333,0.16,2.24,42.8,18.88,7.093333333,24,23.5,13.75,19.5,20.1875,22.33333333,3,10,3,5.333333333,K98,GRBR,0,1.5,4,4,4,44,3.3,2.74,0.027,4.2,5.1,LTGR,5,1,3,2,4,51,3.3,1.62,0.023,4.1,5,5,12,0,12,2,3,4,2,24,6,18,2,6,0,6,3.3409090909,5.3181818182,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.15,0,0.0342682686,5.2146837265,5.2146837265
Kunjin,15,15.N.1.L,K97,K232,E.loxophleba,YG.Litter,15,575,North,1,15.North.1,Litter,L,0,21,10,10,3,4,4,3.666666667,0.16,2.24,41.76,31.36,11.25333333,24,23.5,14,16.5,19.5,21.33333333,3,5,6,4.666666667,K97,GRBR,5,1.5,4,3,2,66,3.4,2.7,0.024,4.2,5.2,LTGR,0,1,8,3,4,86,4.8,1.75,0.041,4.2,5.2,4,4,0,4,0,4,2,1,32,7,25,1,3,0,3,3,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,0,0,2.0863607347,2.0863607347
Kunjin,15,15.N.2.C,K96,K231,E.loxophleba,YG.Control,15,575,North,2,15.North.2,Control,L,0,19,8,8,3,3,4,3.333333333,2.24,12.64,67.76,53.2,22.69333333,23.5,21,7.75,11.25,15.875,18.58333333,8,11,13,10.66666667,K96,LTGR,5,1.5,2,3,2,59,2.7,1.34,0.023,4.5,5.5,LTGR,5,1,4,3,3,54,6.8,1.89,0.046,4.5,5.3,2,7,0,7,0,2,4,1,13,1,12,3,4,0,4,3.380952381,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.02,0,0,0,0.0001
Kunjin,15,15.N.2.L,K95,K230,E.loxophleba,YG.Litter,15,575,North,2,15.North.2,Litter,R,1,19,8,8,4,4,4,4,0.16,4.32,54.24,53.2,19.22666667,24,23,11,11.25,17.3125,19.41666667,7,8,8,7.666666667,K95,BRGR,5,1.5,2,3,3,66,3.8,2.63,0.027,4.1,5,GR,5,1.5,66,20,9,72,14.3,2.54,0.13,4.5,5.5,2,15,1,14,0,2,2,0,9,0,9,2,5,1,4,3.2071262071,4.3076923077,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.02,0,0,0.5068591735,0.5068591735
Kunjin,15,15.N.3.C,K94,K229,E.loxophleba,YG.Control,15,575,North,3,15.North.3,Control,R,1,17,6,6,3,3,4,3.333333333,10.56,17.84,84.4,78.16,35.52,21.5,19.75,3.75,5.25,12.5625,15.5,8.5,7.5,7.5,7.833333333,K94,BRGR,0,1.5,42,27,6,74,23.6,3.15,0.216,4.4,5.1,BRGR,5,1,14,6,5,93,12.6,2.64,0.08,4.3,5.1,2,5,0,5,0,2,3,0,10,0,10,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.04,0,0,4.9941809796,4.9941809796
Kunjin,15,15.N.3.L,K93,K228,E.loxophleba,YG.Litter,15,575,North,3,15.North.3,Litter,L,0,17,6,6,4,4,4,4,8.48,18.88,83.36,81.28,36.21333333,22,19.5,4,4.5,12.5,15.33333333,10,7,6,7.666666667,K93,LTGR,0,1.5,6,2,2,95,3.2,2.08,0.026,4.6,5.6,LTGR,5,1,2,2,2,68,4,1.34,0.027,4.5,5.5,5,11,2,9,2,3,4,1,39,3,36,3,6,2,4,3.7727272727,5.7272727273,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0.03,0,0,2.2023919633,2.2023919633
Kunjin,15,15.N.4.C,K92,K227,E.loxophleba,YG.Control,15,575,North,4,15.North.4,Control,L,0,15,4,4,4,4,4,4,25.12,44.88,81.28,85.44,51.81333333,18,13.25,4.5,3.5,9.8125,11.58333333,10,11,9,10,K92,LTGR,0,1,2,2,3,72,3.3,2.1,0.024,4.3,5.3,BRGR,5,1.5,4,3,4,116,7.4,2.77,0.068,4.5,5.3,2,9,0,9,0,2,3,1,13,1,12,2,4,0,4,3.2936507937,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.0902548563,6.4031561592,6.4031561592
Kunjin,15,15.N.4.L,K91,K226,E.loxophleba,YG.Litter,15,575,North,4,15.North.4,Litter,R,1,15,4,4,4,4,4,4,18.88,37.6,80.24,83.36,46.61333333,19.5,15,4.75,4,10.8125,12.83333333,7.5,8,5.5,7,K91,LTGR,5,1.5,2,2,3,82,2.9,2.08,0.025,4.5,5.5,GRBR,5,1.5,11,5,5,76,10.3,2.39,0.071,4.8,5.8,1,3,0,3,0,1,1,0,3,0,3,1,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,4.9418582939,4.9418582939
