Site,Block,Plot.ID,CSBP.Label.2013,CSBP.Label.2012,Tree.species,Tree.trtmnt,Tree.ID,GPS.ID,Side,Pair,Pair.unique,Treatment,RL,Block.Xcoord,Block.Ycoord,Dist.to.tree.rel,Dist.to.tree.abs,SM1,SM2,SM3,Mean.SM,canopy.N,canopy.E,canopy.S,canopy.W,meancanopy.NWE,Canopycover.N,Canopycover.E,Canopycover.S,Canopycover.W,Mean.canopycover.all,Mean.canopycover.NWE,Soil.compaction.1,Soil.compaction.2,Soil.compaction.3,Mean.soil.compaction,X,t1.colour,t1.gravel,t1.texture,t1.ammonium,t1.nitrate,t1.phosphorus,t1.potassium,t1.sulfur,t1.organic.c,t1.conductivity,t1.ph.cacl2,t1.ph.h2o,t2.colour,t2.gravel,t2.texture,t2.ammonium,t2.nitrate,t2.phosphorus,t2.potassium,t2.sulfur,t2.organic.c,t2.conductivity,t2.ph.cacl2,t2.ph.h2o,richness.t3,plantdensity.t2,ex.plantdensity.t2,nat.plantdensity.t2,ex.richness.t3,nat.richness.t3,richness.t1,ex.richness.t1,plantdensity.t1,ex.plantdensity.t1,nat.plantdensity.t1,nat.richness.t1,richness.t2,ex.richness.t2,nat.richness.t2,rar5.t2.richness,rar10.t2.richness,rar15.t2.richness,A.calendula,A.calendula.present,A.uliginosum,A.uliginosum.present,B.drummondii,B.drummondii.present,B.iberidifola,B.iberidifola.present,B.tournefortii,B.tournefortii,Bromus.sp,Bromus.sp.present,C.colorata,C.colorata.present,C.eremea,C.eremea.present,C.obionoides,E.botrys,E.longiflora,G.nodulosus,G.tenuissima,H.glabra,H.glabra.present,H.pilifera,L.arvensis,L.arvensis.present,M.crystallinum,M.monstrosus,Millotia.sp,Millotia.sp.present,N.rotundifolia,P.airoides,P.canescens,P.gnaphaloides,P.lessonni,P.lessonni.present,R.laevis,R.laevis.present,R.pygmaea,T.cyanopetala,T.cyanopetala.present,T.isingiana,T.isingiana.present,T.ornata,U.anthemoides,U.anthemoides.present,V.myuros,V.myuros.present,W.acuminata,W.acuminata.present,Euc.litter,Jam.litter,Ammonium.IEMs,Nitrate.IEMs,Nitrate.IEMs.convertedzeros
Kunjin,11,11.N.1.C,K40,K170,E.loxophleba,YG.Control,11,556,North,1,11.North.1,Control,L,0,27.1,13.6,13.6,4,3,4,3.666666667,28.24,8.48,5.36,43.84,26.85333333,17.25,22,22.75,13.5,18.875,17.58333333,7.5,6,11,8.166666667,K40,GRBR,0,1,1,6,4,74,2.5,1.83,0.025,5.6,6.3,GR,0,1.5,2,3,2,88,2.3,1.57,0.026,6,6.8,9,48,29,19,6,3,7,4,112,52,60,3,11,6,5,3.3595448005,4.8440374271,5.8998207389,1,1,0,0,0,0,0,0,1,1,16,1,1,1,2,1,0,0,0,0,0,2,1,0,8,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,14,1,0,1,1,0,0,0,0,0.2,0,0,0.110957432,0.110957432
Kunjin,11,11.N.1.L,K39,K168,E.loxophleba,YG.Litter,11,556,North,1,11.North.1,Litter,R,1,27.1,13.6,13.6,3,4,4,3.666666667,8.48,7.44,9.52,30.32,15.41333333,22,22.25,21.75,16.75,20.6875,20.33333333,10,8,10,9.333333333,K39,GRBR,0,1,3,7,4,107,3.1,1.93,0.037,5.6,6.4,GR,5,1,2,4,3,63,4.4,1.52,0.046,5.3,6.2,5,22,16,6,5,0,9,5,64,52,12,4,10,6,4,4.0628844839,6.5952716015,8.3587578572,2,1,0,0,0,0,1,1,2,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,0.15,0,0,0,0.0001
Kunjin,11,11.N.2.C,K38,K167,E.loxophleba,YG.Control,11,556,North,2,11.North.2,Control,R,1,25.6,12.1,12.1,4,3,3,3.333333333,4.32,5.36,17.84,56.32,22,23,22.75,19.75,10.5,19,18.75,10.5,10,4,8.166666667,K38,GRBR,0,1.5,2,7,4,54,3.3,2.36,0.036,5.3,6.1,GR,5,1,1,2,2,54,2,0.96,0.018,5.6,6.4,8,47,16,31,5,3,8,5,63,52,11,3,7,3,4,3.1203163881,4.0980369733,4.6463280904,0,0,0,0,0,0,0,0,1,1,14,1,14,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0.12,0,0,0.2535675075,0.2535675075
Kunjin,11,11.N.2.L,K37,K166,E.loxophleba,YG.Litter,11,556,North,2,11.North.2,Litter,L,0,25.6,12.1,12.1,4,4,4,4,4.32,4.32,8.48,46.96,18.53333333,23,23,22,12.75,20.1875,19.58333333,7.5,11,9,9.166666667,K37,GRBR,0,1,3,6,4,94,3.2,1.77,0.043,5.8,6.5,GR,0,1,2,4,2,84,3,1.55,0.03,5.4,6.3,9,46,20,26,5,4,9,5,66,52,14,4,9,4,5,3.0551834975,4.3072081734,5.2622245874,1,1,0,0,0,0,0,0,1,1,15,1,0,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,1,1,0.1,0,0,0,0.0001
Kunjin,11,11.N.3.C,K36,K165,E.loxophleba,YG.Control,11,556,North,3,11.North.3,Control,L,0,23.5,10.3,10.3,3,3,3,3,15.76,8.48,32.4,42.8,22.34666667,20.25,22,16.25,13.75,18.0625,18.66666667,10,10,13,11,K36,GRBR,0,1.5,7,13,6,83,12.6,2.74,0.137,5.5,6.1,GR,5,1.5,1,2,3,65,3.2,1.25,0.033,5.7,6.4,6,24,15,9,4,2,7,4,61,44,17,3,5,2,3,2.7736918878,3.6435416896,4.2083940087,0,0,0,0,0,0,1,1,3,1,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1.356237352,1.356237352
Kunjin,11,11.N.3.L,K35,K164,E.loxophleba,YG.Litter,11,556,North,3,11.North.3,Litter,R,1,23.5,10.3,10.3,4,3,4,3.666666667,2.24,9.52,37.6,38.64,16.8,23.5,21.75,15,14.75,18.75,20,12,14,13,13,K35,BRGR,5,1,10,16,6,73,7.6,1.89,0.074,5.4,6.2,GR,5,1.5,3,3,3,90,2.8,1.55,0.027,5.5,6.3,5,17,14,3,3,2,8,3,72,51,21,5,5,3,2,2.7760180995,3.9705882353,4.7573529412,3,1,0,0,0,0,0,0,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.2,0,0,8.74922393,8.74922393
Kunjin,11,11.N.4.C,K34,K163,E.loxophleba,YG.Control,11,556,North,4,11.North.4,Control,R,1,18.8,5.6,5.6,3,3,3,3,41.76,29.28,88.56,94.8,55.28,14,17,2.75,1.25,8.75,10.75,7,8,9.5,8.166666667,K34,BRGR,5,1,8,4,9,98,5.9,2.87,0.042,5.7,6.5,GR,5,1.5,4,20,5,73,9,2.35,0.102,5.8,6.3,4,86,14,72,2,2,5,3,46,28,18,2,5,4,1,1.7152054502,2.2358253557,2.6284053973,0,0,0,0,0,0,0,0,3,1,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.25,0,0,3.66971366,3.66971366
Kunjin,11,11.N.4.L,K33,K162,E.loxophleba,YG.Litter,11,556,North,4,11.North.4,Litter,L,0,18.8,5.6,5.6,3,3,3,3,64.64,57.36,92.72,87.52,69.84,8.5,10.25,1.75,3,5.875,7.25,6,6.5,5,5.833333333,K33,GRBR,0,1.5,8,27,11,132,10.3,3.55,0.111,5.2,5.9,GRBR,5,1.5,5,25,10,86,10.9,3.54,0.117,5.3,5.9,3,28,1,27,1,2,2,0,17,0,17,2,4,1,3,1.6878306878,2.3095238095,2.8650793651,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3,0.05,0,7.63708808,7.63708808
Kunjin,11,11.N.5.C,K32,K161,E.loxophleba,YG.Control,11,556,North,5,11.North.5,Control,L,0,16.7,3.5,3.5,3,4,3,3.333333333,84.4,82.32,87.52,71.92,79.54666667,3.75,4.25,3,6.75,4.4375,4.916666667,9,7,5,7,K32,BRGR,0,1,12,8,11,87,14.6,3.64,0.091,5.4,6.1,BRGR,5,1,2,8,5,96,4.8,3.52,0.05,5.4,6.2,3,33,1,32,2,1,3,1,28,1,27,2,4,1,3,1.8026384535,2.3896627566,2.8343108504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3,0,0,5.73964814,5.73964814
Kunjin,11,11.N.5.L,K31,K160,E.loxophleba,YG.Litter,11,556,North,5,11.North.5,Litter,R,1,16.7,3.5,3.5,4,4,4,4,82.32,77.12,86.48,77.12,78.85333333,4.25,5.5,3.25,5.5,4.625,5.083333333,5.5,7,4,5.5,K31,LTGR,0,1.5,3,5,7,81,6.6,2.99,0.055,5.7,6.4,BRGR,0,1.5,2,6,6,107,5.1,2.6,0.077,5.8,6.3,3,23,5,18,2,1,5,1,38,2,36,4,6,3,3,3.2698742905,4.5287098821,5.2408293461,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.3,0,0,3.4427954949,3.4427954949
Kunjin,11,11.S.1.C,K22,K150,E.loxophleba,YG.Control,11,556,South,1,11.South.1,Control,L,0,0,-13.2,13.2,4,4,4,4,10.56,0.16,6.4,6.4,5.706666667,21.5,24,22.5,22.5,22.625,22.66666667,12,12,12,12,K22,LTGR,5,1.5,3,3,4,36,3.2,1.34,0.028,5,5.8,GR,0,1,2,3,2,35,2.7,1.22,0.025,4.8,5.6,7,52,38,14,4,3,6,3,58,18,40,3,10,5,5,3.7544117647,5.7551099163,7.0271432494,0,0,0,0,0,0,0,0,3,1,5,1,4,1,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,10,0,0,5,1,0,0,0,3,1,0,0,0,0,0,16,1,1,1,0.03,0.15,0,0,0.0001
Kunjin,11,11.S.1.L,K21,K149,E.loxophleba,YG.Litter,11,556,South,1,11.South.1,Litter,R,1,0,-13.2,13.2,4,4,4,4,6.4,0.16,17.84,2.24,2.933333333,22.5,24,19.75,23.5,22.4375,23.33333333,11,12,8,10.33333333,K21,LTGR,5,1.5,2,3,3,77,2.1,1.16,0.019,5.2,6.2,GR,0,1.5,2,2,2,45,3.7,1.54,0.028,4.8,5.8,5,33,28,5,3,2,7,3,103,41,62,4,9,5,4,3.2341237739,4.6970319046,5.8329067321,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,1,2,1,0.05,0.16,0,0,0.0001
Kunjin,11,11.S.2.C,K24,K152,E.loxophleba,YG.Control,11,556,South,2,11.South.2,Control,R,1,2,-11.2,11.2,4,4,3,3.666666667,11.6,2.24,1.2,4.32,6.053333333,21.25,23.5,23.75,23,22.875,22.58333333,10,9,7,8.666666667,K24,LTGR,0,1.5,2,3,3,68,2.7,1.48,0.021,4.9,5.9,GR,5,1,2,2,2,36,2.3,1.68,0.02,4.9,5.7,8,34,15,19,5,3,7,4,77,26,51,3,12,5,7,3.9472248577,6.3359574764,8.045229833,1,1,1,1,0,0,0,0,3,1,5,1,10,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,5,1,0,0,0.05,0.02,0,0,0.0001
Kunjin,11,11.S.2.L,K23,K151,E.loxophleba,YG.Litter,11,556,South,2,11.South.2,Litter,L,0,2,-11.2,11.2,4,4,3,3.666666667,15.76,0.16,0.16,7.44,7.786666667,20.25,24,24,22.25,22.625,22.16666667,12.5,11.5,9,11,K23,GR,5,1.5,2,4,3,75,1.8,1.2,0.019,5,6,GR,5,1,2,4,4,49,3.4,1.6,0.033,4.9,5.8,5,37,13,24,3,2,8,5,53,16,37,3,9,3,6,3.7665021783,5.6103463153,6.6538226909,4,1,6,1,0,0,0,0,0,0,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,8,1,2,1,0.03,0.03,0,0,0.0001
Kunjin,11,11.S.3.C,K26,K154,E.loxophleba,YG.Control,11,556,South,3,11.South.3,Control,L,0,3.2,-10,10,3,3,3,3,20.96,8.48,0.16,5.36,11.6,19,22,24,22.75,21.9375,21.25,10,4,6,6.666666667,K26,LTGR,0,1,2,2,4,69,2.4,1.8,0.021,5.1,6,GR,5,1.5,1,2,2,53,2,1.12,0.014,5,5.9,6,34,7,27,3,3,7,3,61,19,42,4,7,2,5,3.171730349,4.7274262946,5.7564741806,0,0,0,0,0,0,0,0,0,0,4,1,17,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,4,1,0.1,0.02,0,0.0459498449,0.0459498449
Kunjin,11,11.S.3.L,K25,K153,E.loxophleba,YG.Litter,11,556,South,3,11.South.3,Litter,R,1,3.2,-10,10,3,3,3,3,25.12,0.16,0.16,3.28,9.52,18,24,24,23.25,22.3125,21.75,5,6,5,5.333333333,K25,LTGR,5,1.5,2,2,3,76,2,1.64,0.019,5.2,6.2,GR,5,1.5,2,2,2,48,2.5,2.11,0.022,4.9,5.9,7,28,20,8,4,3,8,4,91,33,58,4,8,4,4,3.7641229141,5.622917662,6.6638716356,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0.05,0.05,0,0,0.0001
Kunjin,11,11.S.4.C,K28,K156,E.loxophleba,YG.Control,11,556,South,4,11.South.4,Control,R,1,7.9,-5.3,5.3,3,3,4,3.333333333,80.24,23.04,25.12,32.4,45.22666667,4.75,18.5,18,16.25,14.375,13.16666667,6.5,6.5,4,5.666666667,K28,GR,0,1,4,5,6,60,7.4,3.67,0.044,4.4,5.1,LTBR,5,1,9,19,6,48,28,2.58,0.157,4.7,5.3,2,3,2,1,2,0,3,2,49,3,46,1,2,1,1,2,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,5.8051826082,5.8051826082
Kunjin,11,11.S.4.L,K27,K155,E.loxophleba,YG.Litter,11,556,South,4,11.South.4,Litter,L,0,7.9,-5.3,5.3,5,4,4,4.333333333,76.08,22,4.32,25.12,41.06666667,5.75,18.75,23,18,16.375,14.16666667,6.5,7.5,4,6,K27,GR,5,1.5,8,6,7,122,10,3.83,0.14,4.9,5.7,GR,5,1.5,3,1,3,57,3.3,1.78,0.026,4.7,5.7,3,23,0,23,1,2,4,1,44,1,43,3,3,0,3,2.1400041606,2.6534518113,2.8876638236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,7.7560713184,7.7560713184
Kunjin,11,11.S.5.C,K30,K159,E.loxophleba,YG.Control,11,556,South,5,11.South.5,Control,L,0,9.9,-3.3,3.3,4,4,4,4,79.2,29.28,16.8,42.8,50.42666667,5,17,20,13.75,13.9375,11.91666667,3.5,4.5,5.5,4.5,K30,LTGR,0,1,2,2,4,64,3.5,2.46,0.028,5,5.9,BRGR,5,1.5,2,3,6,69,9.6,3.3,0.054,5.3,6,1,1,0,1,0,1,3,0,34,0,34,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,13.3583360245,13.3583360245
Kunjin,11,11.S.5.L,K29,K157,E.loxophleba,YG.Litter,11,556,South,5,11.South.5,Litter,R,1,9.9,-3.3,3.3,4,4,5,4.333333333,75.04,66.72,16.8,67.76,69.84,6,8,20,7.75,10.4375,7.25,5,5,4.5,4.833333333,K29,GR,0,1,10,13,13,80,9.5,4.21,0.083,5.1,5.8,BRGR,5,1.5,10,9,13,59,20.5,4.28,0.164,5.5,6.1,2,5,1,4,1,1,1,0,35,0,35,1,4,1,3,4,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,5.9818469898,5.9818469898
Kunjin,13,13.N.1.C,K59,K190,A.acuminata,Jam.Control,13,562,North,1,13.North.1,Control,R,1,14.9,6.9,6.9,4,5,5,4.666666667,0.16,0.16,2.24,0.16,0.16,24,24,23.5,24,23.875,24,13,13.5,15,13.83333333,K59,LTGR,41917,1.5,2,5,2,61,2.6,0.96,0.024,4.8,5.7,LTGR,5,1.5,1,2,2,29,2.3,0.5,0.015,4.9,5.9,7,35,17,18,3,4,8,4,75,18,57,4,9,4,5,3.4747560314,5.0884136693,6.170490781,1,1,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,1,0,0.02,0,0.0596812,0.0596812
Kunjin,13,13.N.1.L,K58,K189,A.acuminata,Jam.Litter,13,562,North,1,13.North.1,Litter,L,0,14.9,6.9,6.9,5,5,5,5,0.16,0.16,2.24,0.16,0.16,24,24,23.5,24,23.875,24,13,11,13,12.33333333,K58,LTGR,5,1.5,2,8,2,66,5,1.25,0.045,4.9,5.9,LTGR,5,1.5,2,3,2,53,3.1,0.63,0.026,4.6,5.5,NA,NA,NA,NA,NA,NA,7,3,62,4,58,4,NA,NA,NA,3.8392302432,5.8016474297,6.9089049623,4,1,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,9,1,0,0.05,0,6.96526724,6.96526724
Kunjin,13,13.N.2.C,K57,K188,A.acuminata,Jam.Control,13,562,North,2,13.North.2,Control,L,0,13.4,5.4,5.4,4,5,5,4.666666667,0.16,0.16,14.72,0.16,0.16,24,24,20.5,24,23.125,24,13,11,14.5,12.83333333,K57,GRYW,0,1.5,5,8,3,54,3.3,1.28,0.033,4.8,5.6,LTBR,5,1.5,16,14,3,56,11.1,2.46,0.089,4.5,5.1,8,69,27,42,3,5,8,3,100,23,77,5,8,3,5,3.6427946473,5.2307671548,5.9871115975,1,1,0,0,8,1,7,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,17,1,0,0.02,0,0,0.0001
Kunjin,13,13.N.2.L,K56,K187,A.acuminata,Jam.Litter,13,562,North,2,13.North.2,Litter,R,1,13.4,5.4,5.4,5,5,5,5,0.16,0.16,14.72,0.16,0.16,24,24,20.5,24,23.125,24,10,12,11.5,11.16666667,K56,LTGR,0,1.5,1,3,2,65,2.4,0.94,0.022,5.1,6.1,LTGR,5,1.5,2,2,2,46,2.9,0.76,0.019,4.6,5.6,5,51,5,46,2,3,8,4,125,48,77,4,8,2,6,3.327026981,4.8428615015,5.8125642522,4,1,2,1,11,1,3,1,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0.07,0,0.42409271,0.42409271
Kunjin,13,13.N.3.C,K55,K186,A.acuminata,Jam.Control,13,562,North,3,13.North.3,Control,R,1,11.9,3.9,3.9,5,4,4,4.333333333,0.16,2.24,33.44,0.16,0.853333333,24,23.5,16,24,21.875,23.83333333,11,13,10.5,11.5,K55,BRGR,5,1.5,10,7,4,77,5,2.53,0.029,4.7,5.5,LTGR,5,1.5,3,2,2,59,3.3,0.97,0.024,4.8,5.7,6,37,13,24,4,2,9,5,57,25,32,4,5,2,3,3.1095717566,4.1465442686,4.6287560012,0,0,0,0,0,0,5,1,0,0,10,1,15,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.2,0,0,0.0001
Kunjin,13,13.N.3.L,K54,K185,A.acuminata,Jam.Litter,13,562,North,3,13.North.3,Litter,L,0,11.9,3.9,3.9,5,5,5,5,0.16,0.16,32.4,0.16,0.16,24,24,16.25,24,22.0625,24,9,9.5,13,10.5,K54,BRGR,5,1.5,10,7,4,96,6.6,1.65,0.062,5.5,6.3,LTGR,5,1.5,4,4,2,63,5.2,0.94,0.038,4.4,5.3,6,53,16,37,3,3,7,4,71,46,25,3,8,3,5,2.8695267948,4.1937792342,5.133527051,7,1,1,1,0,0,2,1,0,0,6,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0.3,0,1.081543252,1.081543252
Kunjin,13,13.N.4.C,K53,K184,A.acuminata,Jam.Control,13,562,North,4,13.North.4,Control,L,0,10.4,2.4,2.4,5,4,3,4,4.32,6.4,70.88,4.32,5.013333333,23,22.5,7,23,18.875,22.83333333,13,14,13.5,13.5,K53,LTGR,41917,1,3,4,2,76,2.8,1.05,0.024,4.5,5.5,LTGR,5,1,6,5,3,94,3.8,1.14,0.039,4.3,5.3,5,94,29,65,2,3,7,3,48,22,26,4,7,3,4,3.1263781991,4.1773611474,4.7110181068,0,0,0,0,0,0,0,0,0,0,20,1,36,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,8,1,6,1,0,0.8,0,0,0
Kunjin,13,13.N.4.L,K52,K183,A.acuminata,Jam.Litter,13,562,North,4,13.North.4,Litter,R,1,10.4,2.4,2.4,5,5,5,5,6.4,17.84,77.12,4.32,9.52,22.5,19.75,5.5,23,17.6875,21.75,11,9,5,8.333333333,K52,BRGR,5,1.5,8,6,3,58,3.6,2.13,0.03,4.6,5.6,LTGR,5,1.5,4,4,2,44,3.1,0.86,0.024,4.3,5.3,5,54,9,45,3,2,7,3,72,36,36,4,6,3,3,2.1688418377,3.0637727209,3.7449685535,0,0,0,0,0,0,1,1,0,0,3,1,40,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0.8,0,0.217172484,0.217172484
Kunjin,13,13.N.5.C,NA,NA,A.acuminata,Jam.Control,13,562,North,5,13.North.5,Control,R,1,8,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,22,12,10,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,NA,NA,NA
Kunjin,13,13.N.5.L,K51,K182,A.acuminata,Jam.Litter,13,562,North,5,13.North.5,Litter,L,0,8,0.9,0.9,6,5,4,5,66.72,82.32,94.8,65.68,71.57333333,8,4.25,1.25,8.25,5.4375,6.833333333,12.5,10.5,13,12,K51,GRYW,41917,1.5,19,4,2,109,7.9,1.38,0.069,4.1,4.9,BRGR,5,1.5,8,4,3,85,4.1,1.69,0.049,4.2,5.1,4,19,13,6,2,2,8,4,47,31,16,4,5,4,1,3.3464052288,4.3931888545,4.7850877193,3,1,0,0,0,0,0,0,0,0,4,1,6,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.0001
Kunjin,13,13.S.1.C,K42,K172,A.acuminata,Jam.Control,13,562,South,1,13.South.1,Control,L,0,0,-7.1,7.1,4,3,4,3.666666667,6.4,0.16,0.16,0.16,2.24,22.5,24,24,24,23.625,23.5,14,15,17,15.33333333,K42,LTGR,0,1.5,2,1,3,50,2.6,0.54,0.011,4.6,5.6,LTGR,5,1,5,5,2,56,3.7,1.46,0.037,4.7,5.4,4,79,2,77,1,3,6,2,67,27,40,4,7,1,6,2.5940241859,3.7202586163,4.5108149489,0,0,9,1,0,0,5,1,0,0,2,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0.03,0,0,0.0001
Kunjin,13,13.S.1.L,K41,K171,A.acuminata,Jam.Litter,13,562,South,1,13.South.1,Litter,R,1,0,-7.1,7.1,5,5,5,5,6.4,0.16,0.16,0.16,2.24,22.5,24,24,24,23.625,23.5,11,7,9,9,K41,GRBR,0,1,9,9,5,63,3.9,1.52,0.04,4.8,5.6,LTGR,5,1,2,2,2,51,2.6,0.67,0.022,4.6,5.6,NA,NA,NA,NA,NA,NA,8,3,137,40,97,5,NA,NA,NA,3.1420714951,4.7254215536,5.8668091105,0,0,3,1,0,0,7,1,0,0,5,1,50,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,0,0,0,0,0,0,0,11,1,5,1,0,0.3,0,0,0.0001
Kunjin,13,13.S.2.C,K44,K174,A.acuminata,Jam.Control,13,562,South,2,13.South.2,Control,R,1,1.5,-5.6,5.6,4,4,4,4,18.88,0.16,0.16,0.16,6.4,19.5,24,24,24,22.875,22.5,13,16,15.5,14.83333333,K44,LTGR,41917,1,1,1,2,51,2.3,0.51,0.011,4.8,5.8,LTGR,0,1,3,2,2,38,2.7,0.8,0.017,4.1,4.9,4,59,12,47,2,2,8,4,77,36,41,4,6,3,3,3.0881388291,4.1488551942,4.7227343079,0,0,0,0,0,0,0,0,0,0,5,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,1,0,0.05,0,0.5923234776,0.5923234776
Kunjin,13,13.S.2.L,K43,K173,A.acuminata,Jam.Litter,13,562,South,2,13.South.2,Litter,L,0,1.5,-5.6,5.6,5,4,4,4.333333333,18.88,0.16,0.16,0.16,6.4,19.5,24,24,24,22.875,22.5,10,13.5,10,11.16666667,K43,LTGR,30-35,1.5,2,2,2,64,2.4,0.61,0.016,4.6,5.5,LTGR,42278,1,3,2,2,35,2.9,0.78,0.017,4.6,5.6,4,63,0,63,1,3,7,3,77,18,59,4,6,0,6,2.4279795819,3.2538902187,3.8044407107,0,0,4,1,0,0,1,1,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,13,1,0,0.1,0,0,0.0001
